,Inventory,Type,Date,Due Date,Num,Name,Qty,Invoiced,Backordered,Amount,Open Balance,Month,Year
5830,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/14/2020,01/14/2020,A32922,BEAUTYLICIOUS DISTRIBUTION,3.0,0.0,3.0,45.0,45.0,1,2020
5831,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/17/2020,03/17/2020,A32949,"WURI, INC.",6.0,0.0,6.0,90.0,90.0,1,2020
5832,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/17/2020,01/17/2020,A32950,EBS IMPORT&WHOLESALE (GA),3.0,0.0,3.0,45.0,45.0,1,2020
5833,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/17/2020,02/16/2020,A32952,PRIME CK,6.0,0.0,6.0,90.0,90.0,1,2020
5834,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/20/2020,03/20/2020,A32962,SUN 3 TRADING LLC.,6.0,0.0,6.0,90.0,90.0,1,2020
5835,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/22/2020,02/21/2020,A32975,US IMPORT,6.0,0.0,6.0,90.0,90.0,1,2020
5836,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/24/2020,02/23/2020,A32985,EVERGREEN BEAUTY,1.0,0.0,1.0,20.0,20.0,1,2020
5837,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/27/2020,01/27/2020,A33002,S AND K BEAUTY (OH),1.0,0.0,1.0,20.0,20.0,1,2020
5838,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/30/2020,02/29/2020,A33016,MISSION TRADING,12.0,0.0,12.0,180.0,180.0,1,2020
5839,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/30/2020,02/29/2020,A33017,LEE BEAUTY SUPPLY,1.0,0.0,1.0,20.0,20.0,1,2020
5840,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,01/31/2020,03/31/2020,A33020,SUN 3 TRADING LLC.,6.0,0.0,6.0,90.0,90.0,1,2020
5841,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,02/03/2020,03/04/2020,A33027,HAIR DEPOT PLUS(COLUMBUS),1.0,0.0,1.0,15.0,15.0,2,2020
5842,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,02/07/2020,03/08/2020,A33053,PRIME CK,6.0,0.0,6.0,90.0,90.0,2,2020
5843,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,02/10/2020,02/10/2020,A33059,POSITIVE VIBES,2.0,0.0,2.0,72.0,72.0,2,2020
5844,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,02/10/2020,04/10/2020,A33071,SUN 3 TRADING LLC.,6.0,0.0,6.0,90.0,90.0,2,2020
5845,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,02/17/2020,04/17/2020,A33105,SUN 3 TRADING LLC.,6.0,0.0,6.0,90.0,90.0,2,2020
5846,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,02/19/2020,03/20/2020,A33128,CHAPEL BEAUTY SUPPLY (GA),1.0,0.0,1.0,20.0,20.0,2,2020
5847,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,03/03/2020,04/02/2020,A33177,PRIME CK,6.0,0.0,6.0,90.0,90.0,3,2020
5848,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,03/05/2020,04/04/2020,A33205,HAIR DEPOT PLUS(COLUMBUS),1.0,0.0,1.0,15.0,15.0,3,2020
5849,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,03/11/2020,04/10/2020,A33236,EVERGREEN BEAUTY,2.0,0.0,2.0,40.0,40.0,3,2020
5850,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,03/16/2020,05/15/2020,A33260,SUN 3 TRADING LLC.,6.0,0.0,6.0,90.0,90.0,3,2020
5851,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,03/17/2020,04/16/2020,A33267,PRIME CK,12.0,0.0,12.0,180.0,180.0,3,2020
5852,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,03/31/2020,04/30/2020,A33351,LEE BEAUTY SUPPLY,1.0,0.0,1.0,20.0,20.0,3,2020
5853,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,05/01/2020,05/31/2020,A33521,EVERGREEN BEAUTY,1.0,0.0,1.0,20.0,20.0,5,2020
5854,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,05/15/2020,07/14/2020,A33629,"WURI, INC.",6.0,0.0,6.0,90.0,90.0,5,2020
5855,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,05/19/2020,06/18/2020,A33639,PRIME CK,6.0,0.0,6.0,90.0,90.0,5,2020
5856,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,06/05/2020,08/04/2020,A33761,"WURI, INC.",12.0,0.0,12.0,180.0,180.0,6,2020
5857,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,06/09/2020,07/09/2020,A33772,PRIME CK,6.0,0.0,6.0,90.0,90.0,6,2020
5858,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,06/10/2020,07/10/2020,A33775,EVERGREEN BEAUTY,2.0,0.0,2.0,40.0,40.0,6,2020
5859,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,06/10/2020,07/10/2020,A33780,US IMPORT,6.0,0.0,6.0,90.0,90.0,6,2020
5860,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,06/18/2020,06/18/2020,A33846,CLORE CANADA INC.,1.0,0.0,1.0,15.0,15.0,6,2020
5861,Q451 (KUFI-CAP BLACK (DZ/24 DZ)),Sales Order,06/22/2020,07/22/2020,A33866,LEE BEAUTY SUPPLY,1.0,0.0,1.0,20.0,20.0,6,2020
5862,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,01/15/2018,03/16/2018,A29115,"WURI, INC.",6.0,0.0,6.0,60.0,60.0,1,2018
5863,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,03/06/2018,03/21/2018,A29382,BEAUTY GALLERY,4.0,0.0,4.0,52.0,52.0,3,2018
5864,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,03/15/2018,03/15/2018,A29448,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,10.0,10.0,3,2018
5865,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,03/20/2018,04/19/2018,A29482,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,120.0,120.0,3,2018
5866,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,03/21/2018,03/21/2018,A29493,CLORE CANADA INC.,1.0,0.0,1.0,10.0,10.0,3,2018
5867,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,03/28/2018,04/27/2018,A29523,"A-1 TRADING, INC. (GA)",6.0,0.0,6.0,60.0,60.0,3,2018
5868,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,05/07/2018,06/06/2018,A29729,"BELLA PANDORA GLOBAL, INC.",2.0,0.0,2.0,20.0,20.0,5,2018
5869,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,05/16/2018,06/15/2018,A29790,HAIR PLUS,1.0,0.0,1.0,10.0,10.0,5,2018
5870,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,05/18/2018,07/17/2018,A29802,"WURI, INC.",6.0,0.0,6.0,60.0,60.0,5,2018
5871,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,05/21/2018,06/20/2018,A29826,"BELLA PANDORA GLOBAL, INC.",3.0,0.0,3.0,30.0,30.0,5,2018
5872,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,06/07/2018,06/07/2018,A29901,LONG TIME SUN APPAREL,3.0,0.0,3.0,45.0,45.0,6,2018
5873,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,07/13/2018,09/11/2018,A30071,"WURI, INC.",6.0,0.0,6.0,60.0,60.0,7,2018
5874,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,08/17/2018,09/16/2018,A30234,HAIR PLUS,1.0,0.0,1.0,11.5,11.5,8,2018
5875,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,09/28/2018,09/28/2018,A30417,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,23.0,23.0,9,2018
5876,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,10/16/2018,11/15/2018,A30505,LEE BEAUTY SUPPLY,1.0,0.0,1.0,15.0,15.0,10,2018
5877,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,11/14/2018,11/29/2018,A30647,"BELLA PANDORA GLOBAL, INC.",2.0,0.0,2.0,23.0,23.0,11,2018
5878,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,11/30/2018,11/30/2018,A30731,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,23.0,23.0,11,2018
5879,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,12/11/2018,12/26/2018,A30790,BEAUTY GALLERY,4.0,0.0,4.0,60.0,60.0,12,2018
5880,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,01/29/2019,02/28/2019,A31077,EVERGREEN BEAUTY,1.0,0.0,1.0,15.0,15.0,1,2019
5881,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,02/21/2019,02/21/2019,A31219,KYLA MAHER,4.0,2.0,2.0,60.0,30.0,2,2019
5882,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,03/29/2019,03/29/2019,A31457,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,23.0,23.0,3,2019
5883,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,04/05/2019,05/05/2019,A31501,LEE BEAUTY SUPPLY,1.0,0.0,1.0,15.0,15.0,4,2019
5884,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,05/10/2019,05/10/2019,A31683,CLORE CANADA INC.,1.0,0.0,1.0,11.5,11.5,5,2019
5885,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,06/12/2019,07/12/2019,A31868,EVERGREEN BEAUTY,1.0,0.0,1.0,15.0,15.0,6,2019
5886,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,06/13/2019,06/13/2019,A31880,BEAUTY & MORE,1.0,0.0,1.0,15.0,15.0,6,2019
5887,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,06/28/2019,06/28/2019,A31951,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,23.0,23.0,6,2019
5888,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,07/08/2019,07/08/2019,A31986,POSITIVE VIBES,1.0,0.0,1.0,15.0,15.0,7,2019
5889,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,07/24/2019,07/24/2019,A32075,TERRANCE HOPKINS-BEY,2.0,0.0,2.0,30.0,30.0,7,2019
5890,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,08/06/2019,08/06/2019,A32132,CLORE CANADA INC.,3.0,0.0,3.0,34.5,34.5,8,2019
5891,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,08/12/2019,09/11/2019,A32161,LEE BEAUTY SUPPLY,1.0,0.0,1.0,15.0,15.0,8,2019
5892,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,08/19/2019,09/18/2019,A32188,HAIR DEPOT PLUS(YOUNGSTOWN),1.0,0.0,1.0,11.5,11.5,8,2019
5893,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,08/22/2019,08/22/2019,A32202,TERRANCE HOPKINS-BEY,1.0,0.0,1.0,15.0,15.0,8,2019
5894,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,09/23/2019,10/23/2019,A32363,"OK BEAUTY & FASHION (AMERICUS, GA)",2.0,0.0,2.0,30.0,30.0,9,2019
5895,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,10/31/2019,10/31/2019,A32575,CLORE CANADA INC.,1.0,0.0,1.0,15.0,15.0,10,2019
5896,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,11/13/2019,12/13/2019,A32649,HAIR DEPOT PLUS(YOUNGSTOWN),1.0,0.0,1.0,15.0,15.0,11,2019
5897,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,12/20/2019,12/20/2019,A32824,EBS IMPORT&WHOLESALE (GA),3.0,0.0,3.0,45.0,45.0,12,2019
5898,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,01/17/2020,01/17/2020,A32950,EBS IMPORT&WHOLESALE (GA),3.0,0.0,3.0,45.0,45.0,1,2020
5899,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,01/24/2020,02/23/2020,A32985,EVERGREEN BEAUTY,1.0,0.0,1.0,20.0,20.0,1,2020
5900,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,01/30/2020,02/29/2020,A33016,MISSION TRADING,4.0,0.0,4.0,60.0,60.0,1,2020
5901,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,02/10/2020,02/10/2020,A33059,POSITIVE VIBES,1.0,0.0,1.0,36.0,36.0,2,2020
5902,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,03/11/2020,04/10/2020,A33236,EVERGREEN BEAUTY,2.0,0.0,2.0,40.0,40.0,3,2020
5903,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,05/01/2020,05/31/2020,A33521,EVERGREEN BEAUTY,1.0,0.0,1.0,20.0,20.0,5,2020
5904,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,05/28/2020,06/27/2020,A33717,CHAPEL BEAUTY SUPPLY (GA),1.0,0.0,1.0,20.0,20.0,5,2020
5905,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,06/10/2020,07/10/2020,A33775,EVERGREEN BEAUTY,1.0,0.0,1.0,20.0,20.0,6,2020
5906,Q452 (KUFI-CAP WHITE (DZ/24 DZ)),Sales Order,06/22/2020,07/22/2020,A33866,LEE BEAUTY SUPPLY,1.0,0.0,1.0,20.0,20.0,6,2020
5907,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,09/04/2018,10/04/2018,A30305,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,126.0,126.0,9,2018
5908,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,11/28/2018,12/28/2018,A30717,BESCO (GA),12.0,9.0,3.0,126.0,31.5,11,2018
5909,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,11/28/2018,01/27/2019,A30723,"ALICIA INTERNATIONAL, INC.",4.0,0.0,4.0,42.0,42.0,11,2018
5910,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,11/30/2018,11/30/2018,A30731,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,21.0,21.0,11,2018
5911,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/03/2018,01/02/2019,A30741,US IMPORT,6.0,0.0,6.0,63.0,63.0,12,2018
5912,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/05/2018,02/03/2019,A30752,"ALICIA INTERNATIONAL, INC.",8.0,0.0,8.0,84.0,84.0,12,2018
5913,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/10/2018,01/09/2019,A30782,US IMPORT,12.0,0.0,12.0,126.0,126.0,12,2018
5914,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/11/2018,02/09/2019,A30786,"PK INTERNATIONAL, INC.",20.0,0.0,20.0,210.0,210.0,12,2018
5915,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/17/2018,02/15/2019,A30824,SUN 3 TRADING LLC.,6.0,0.0,6.0,63.0,63.0,12,2018
5916,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/17/2018,02/15/2019,A30830,"ALICIA INTERNATIONAL, INC.",8.0,0.0,8.0,84.0,84.0,12,2018
5917,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/18/2018,01/17/2019,A30831,US IMPORT,12.0,0.0,12.0,126.0,126.0,12,2018
5918,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/27/2018,01/26/2019,A30883,US IMPORT,12.0,0.0,12.0,126.0,126.0,12,2018
5919,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/27/2018,02/25/2019,A30884,"ALICIA INTERNATIONAL, INC.",12.0,0.0,12.0,126.0,126.0,12,2018
5920,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/07/2019,03/08/2019,A30931,"ALICIA INTERNATIONAL, INC.",10.0,0.0,10.0,105.0,105.0,1,2019
5921,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/07/2019,03/08/2019,A30932,SUN 3 TRADING LLC.,6.0,0.0,6.0,63.0,63.0,1,2019
5922,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/10/2019,03/11/2019,A30963,SUN 3 TRADING LLC.,6.0,0.0,6.0,63.0,63.0,1,2019
5923,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/11/2019,03/12/2019,A30967,"ALICIA INTERNATIONAL, INC.",4.0,0.0,4.0,42.0,42.0,1,2019
5924,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/14/2019,02/13/2019,A30974,US IMPORT,12.0,0.0,12.0,126.0,126.0,1,2019
5925,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/17/2019,03/18/2019,A31001,"PK INTERNATIONAL, INC.",20.0,0.0,20.0,210.0,210.0,1,2019
5926,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/21/2019,03/22/2019,A31021,SUN 3 TRADING LLC.,6.0,0.0,6.0,63.0,63.0,1,2019
5927,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/23/2019,03/24/2019,A31027,SUN 3 TRADING LLC.,6.0,0.0,6.0,63.0,63.0,1,2019
5928,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/23/2019,03/24/2019,A31028,"ALICIA INTERNATIONAL, INC.",8.0,0.0,8.0,84.0,84.0,1,2019
5929,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/25/2019,01/25/2019,A31043,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,10.5,10.5,1,2019
5930,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/28/2019,03/29/2019,A31056,SUN 3 TRADING LLC.,6.0,0.0,6.0,63.0,63.0,1,2019
5931,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,03/01/2019,04/30/2019,A31289,"ALICIA INTERNATIONAL, INC.",8.0,0.0,8.0,84.0,84.0,3,2019
5932,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,03/27/2019,04/26/2019,A31446,US IMPORT,6.0,0.0,6.0,63.0,63.0,3,2019
5933,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,10/01/2019,10/16/2019,A32422,BEAUTY CASTLE,10.0,0.0,10.0,105.0,105.0,10,2019
5934,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,12/26/2019,01/25/2020,A32841,DASO TRADING INC.,24.0,0.0,24.0,276.0,276.0,12,2019
5935,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/06/2020,03/06/2020,A32877,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,1,2020
5936,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/13/2020,03/13/2020,A32918,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,1,2020
5937,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/14/2020,01/14/2020,A32922,BEAUTYLICIOUS DISTRIBUTION,3.0,1.0,2.0,40.5,27.0,1,2020
5938,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/17/2020,03/17/2020,A32949,"WURI, INC.",12.0,0.0,12.0,162.0,162.0,1,2020
5939,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/20/2020,03/20/2020,A32962,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,1,2020
5940,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/24/2020,03/24/2020,A32987,"ALICIA INTERNATIONAL, INC.",4.0,0.0,4.0,54.0,54.0,1,2020
5941,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/24/2020,03/24/2020,A32989,"WURI, INC.",12.0,0.0,12.0,162.0,162.0,1,2020
5942,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,01/31/2020,03/31/2020,A33020,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,1,2020
5943,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/07/2020,04/07/2020,A33056,YOUNG'S TRADING (GA),40.0,0.0,40.0,540.0,540.0,2,2020
5944,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/10/2020,04/10/2020,A33071,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,2,2020
5945,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/11/2020,04/11/2020,A33075,"ALICIA INTERNATIONAL, INC.",20.0,0.0,20.0,270.0,270.0,2,2020
5946,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/14/2020,02/29/2020,A33089,UBS,6.0,0.0,6.0,81.0,81.0,2,2020
5947,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/18/2020,04/18/2020,A33117,"ALICIA INTERNATIONAL, INC.",10.0,0.0,10.0,135.0,135.0,2,2020
5948,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/19/2020,03/20/2020,A33118,DASO TRADING INC.,20.0,0.0,20.0,230.0,230.0,2,2020
5949,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/26/2020,04/26/2020,A33147,YOUNG'S TRADING (GA),40.0,0.0,40.0,540.0,540.0,2,2020
5950,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/26/2020,04/26/2020,A33149,P&J TRADING (MD),10.0,0.0,10.0,135.0,135.0,2,2020
5951,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/26/2020,04/26/2020,A33151,"ALICIA INTERNATIONAL, INC.",8.0,0.0,8.0,108.0,108.0,2,2020
5952,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,02/28/2020,04/28/2020,A33161,CY LADY (GA),1.0,0.0,1.0,13.5,13.5,2,2020
5953,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,03/02/2020,05/01/2020,A33171,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,3,2020
5954,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,03/11/2020,05/10/2020,A33240,P&J TRADING (MD),12.0,0.0,12.0,162.0,162.0,3,2020
5955,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,03/16/2020,05/15/2020,A33260,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,3,2020
5956,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,03/20/2020,04/19/2020,A33283,DASO TRADING INC.,20.0,0.0,20.0,230.0,230.0,3,2020
5957,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,04/22/2020,06/21/2020,A33471,YOUNG'S TRADING (GA),40.0,0.0,40.0,540.0,540.0,4,2020
5958,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,04/24/2020,06/23/2020,A33480,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,4,2020
5959,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,04/29/2020,06/28/2020,A33507,YOUNG'S TRADING (GA),40.0,0.0,40.0,540.0,540.0,4,2020
5960,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,04/29/2020,05/29/2020,A33510,"BEAUTY MARK (TUSCALOOSA, AL)",2.0,0.0,2.0,36.0,36.0,4,2020
5961,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,05/15/2020,07/14/2020,A33624,SUN 3 TRADING LLC.,3.0,0.0,3.0,40.5,40.5,5,2020
5962,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,05/18/2020,05/18/2020,A33637,THE STYLE LOUNGE,2.0,0.0,2.0,60.0,60.0,5,2020
5963,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,05/19/2020,05/19/2020,A33646,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,27.0,27.0,5,2020
5964,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,05/20/2020,07/19/2020,A33657,YOUNG'S TRADING (GA),40.0,0.0,40.0,540.0,540.0,5,2020
5965,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,05/27/2020,07/26/2020,A33704,YOUNG'S TRADING (GA),40.0,0.0,40.0,540.0,540.0,5,2020
5966,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,05/28/2020,06/27/2020,A33715,EVERGREEN BEAUTY,1.0,0.0,1.0,18.0,18.0,5,2020
5967,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/01/2020,07/31/2020,A33730,SUN 3 TRADING LLC.,6.0,0.0,6.0,81.0,81.0,6,2020
5968,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/08/2020,06/08/2020,A33770,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,13.5,13.5,6,2020
5969,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/15/2020,08/14/2020,A33813,SUN 3 TRADING LLC.,6.0,0.0,6.0,81.0,81.0,6,2020
5970,Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),Sales Order,06/17/2020,07/17/2020,A33837,US IMPORT,6.0,0.0,6.0,81.0,81.0,6,2020
