,Inventory,Type,Date,Due Date,Num,Name,Qty,Invoiced,Backordered,Amount,Open Balance,Month,Year
14559,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,09/25/2018,10/25/2018,A30406,PAUL'S BEAUTY WHOLESALE,24.0,0.0,24.0,96.0,96.0,9,2018
14560,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,09/26/2018,11/25/2018,A30410,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,9,2018
14561,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,10/01/2018,10/01/2018,A30428,AFRO HAIR STUDIO,2.0,0.0,2.0,11.0,11.0,10,2018
14562,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,10/01/2018,10/31/2018,A30430,C&L TRADING OF MIAMI,24.0,0.0,24.0,96.0,96.0,10,2018
14563,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,05/21/2020,06/05/2020,A33663,BEAUTY MART 1 (BEAUTY STORE),1.0,0.0,1.0,5.5,5.5,5,2020
14564,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/01/2020,07/01/2020,A33734,PAUL'S BEAUTY WHOLESALE,120.0,0.0,120.0,480.0,480.0,6,2020
14565,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/03/2020,07/03/2020,A33741,"A-1 TRADING, INC. (GA)",18.0,0.0,18.0,72.0,72.0,6,2020
14566,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/03/2020,08/02/2020,A33747,SUN 3 TRADING LLC.,12.0,0.0,12.0,48.0,48.0,6,2020
14567,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/04/2020,07/04/2020,A33753,US IMPORT,12.0,0.0,12.0,48.0,48.0,6,2020
14568,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33766,C&L TRADING OF MIAMI,48.0,0.0,48.0,192.0,192.0,6,2020
14569,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33768,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,6,2020
14570,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33777,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14571,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/12/2020,06/12/2020,A33798,CASA CESAR N.V.,36.0,0.0,36.0,144.0,144.0,6,2020
14572,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/12/2020,06/12/2020,A33802,CASA CESAR N.V.,36.0,0.0,36.0,144.0,144.0,6,2020
14573,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33821,TNT BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,6,2020
14574,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33823,C&L TRADING OF MIAMI,96.0,0.0,96.0,384.0,384.0,6,2020
14575,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/17/2020,08/16/2020,A33835,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,6,2020
14576,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/17/2020,07/17/2020,A33836,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14577,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/17/2020,07/17/2020,A33837,US IMPORT,12.0,0.0,12.0,48.0,48.0,6,2020
14578,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/17/2020,06/17/2020,A33839,ITS AMAZING BEAUTY,6.0,0.0,6.0,33.0,33.0,6,2020
14579,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/19/2020,07/19/2020,A33853,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,6,2020
14580,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/22/2020,07/22/2020,A33865,DT TRADING,36.0,0.0,36.0,144.0,144.0,6,2020
14581,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/24/2020,08/23/2020,A33873,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,6,2020
14582,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/24/2020,07/24/2020,A33877,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14583,V3442 (BARBER CAPE : RED (PC/48PCS/96PCS)),Sales Order,06/29/2020,08/28/2020,A33894,"WURI, INC.",6.0,0.0,6.0,24.0,24.0,6,2020
14584,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,02/01/2018,03/03/2018,A29197,C&L TRADING OF MIAMI,96.0,24.0,72.0,384.0,288.0,2,2018
14585,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,02/21/2018,02/21/2018,A29316,"PK INTERNATIONAL, INC.",36.0,0.0,36.0,144.0,144.0,2,2018
14586,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,02/23/2018,03/25/2018,A29330,C&L TRADING OF MIAMI,48.0,0.0,48.0,192.0,192.0,2,2018
14587,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,03/20/2018,04/19/2018,A29482,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,3,2018
14588,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,03/28/2018,04/27/2018,A29528,PAUL'S BEAUTY WHOLESALE,12.0,0.0,12.0,48.0,48.0,3,2018
14589,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,04/24/2018,06/23/2018,A29675,YOUNG'S TRADING (GA),6.0,5.0,1.0,24.0,4.0,4,2018
14590,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,04/24/2018,05/24/2018,A29676,EMPRESS BEAUTY DISTRIBUTORS,12.0,0.0,12.0,48.0,48.0,4,2018
14591,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,04/25/2018,06/24/2018,A29680,PKNY INTERNATIONAL INC.,36.0,0.0,36.0,144.0,144.0,4,2018
14592,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,04/25/2018,04/25/2018,A29681,"PK INTERNATIONAL, INC.",36.0,0.0,36.0,144.0,144.0,4,2018
14593,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,04/27/2018,06/26/2018,A29699,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,4,2018
14594,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/07/2018,06/06/2018,A29736,US IMPORT,6.0,0.0,6.0,24.0,24.0,5,2018
14595,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/11/2018,06/10/2018,A29760,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,5,2018
14596,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/14/2018,06/13/2018,A29770,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,48.0,48.0,5,2018
14597,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/14/2018,06/13/2018,A29772,EMPRESS BEAUTY DISTRIBUTORS,6.0,0.0,6.0,24.0,24.0,5,2018
14598,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/16/2018,07/15/2018,A29791,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,5,2018
14599,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29811,PAUL'S BEAUTY WHOLESALE,24.0,0.0,24.0,96.0,96.0,5,2018
14600,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/21/2018,06/20/2018,A29825,C&L TRADING OF MIAMI,12.0,0.0,12.0,48.0,48.0,5,2018
14601,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/23/2018,07/22/2018,A29842,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,5,2018
14602,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/29/2018,07/28/2018,A29863,"WURI, INC.",12.0,0.0,12.0,48.0,48.0,5,2018
14603,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/04/2018,07/04/2018,A29878,C&L TRADING OF MIAMI,30.0,0.0,30.0,120.0,120.0,6,2018
14604,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,08/22/2018,10/21/2018,A30255,YOUNG'S TRADING (GA),12.0,8.0,4.0,48.0,16.0,8,2018
14605,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,08/29/2018,10/28/2018,A30286,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,8,2018
14606,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/21/2020,06/05/2020,A33663,BEAUTY MART 1 (BEAUTY STORE),1.0,0.0,1.0,5.5,5.5,5,2020
14607,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/21/2020,06/20/2020,A33673,C&L TRADING OF MIAMI,48.0,0.0,48.0,192.0,192.0,5,2020
14608,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,05/27/2020,07/26/2020,A33704,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,5,2020
14609,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/01/2020,07/31/2020,A33730,SUN 3 TRADING LLC.,3.0,0.0,3.0,12.0,12.0,6,2020
14610,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/01/2020,07/01/2020,A33734,PAUL'S BEAUTY WHOLESALE,120.0,0.0,120.0,480.0,480.0,6,2020
14611,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/02/2020,08/01/2020,A33738,CY LADY (GA),6.0,0.0,6.0,24.0,24.0,6,2020
14612,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/02/2020,08/01/2020,A33740,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,6,2020
14613,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/03/2020,07/03/2020,A33741,"A-1 TRADING, INC. (GA)",18.0,0.0,18.0,72.0,72.0,6,2020
14614,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33766,C&L TRADING OF MIAMI,96.0,0.0,96.0,384.0,384.0,6,2020
14615,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33768,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,6,2020
14616,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/10/2020,08/09/2020,A33776,YOUNG'S TRADING (GA),6.0,0.0,6.0,24.0,24.0,6,2020
14617,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33777,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14618,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33780,US IMPORT,12.0,0.0,12.0,48.0,48.0,6,2020
14619,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33784,DASO TRADING INC.,12.0,0.0,12.0,48.0,48.0,6,2020
14620,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/11/2020,07/11/2020,A33791,"BEAUTY DEPOT (JACKSON, MS)",6.0,0.0,6.0,33.0,33.0,6,2020
14621,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/12/2020,06/12/2020,A33798,CASA CESAR N.V.,36.0,0.0,36.0,144.0,144.0,6,2020
14622,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/12/2020,06/12/2020,A33802,CASA CESAR N.V.,36.0,0.0,36.0,144.0,144.0,6,2020
14623,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33823,C&L TRADING OF MIAMI,96.0,0.0,96.0,384.0,384.0,6,2020
14624,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/17/2020,08/16/2020,A33835,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,6,2020
14625,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/17/2020,07/17/2020,A33836,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14626,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/17/2020,06/17/2020,A33839,ITS AMAZING BEAUTY,6.0,0.0,6.0,33.0,33.0,6,2020
14627,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/19/2020,07/19/2020,A33853,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,96.0,96.0,6,2020
14628,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/22/2020,07/22/2020,A33865,DT TRADING,36.0,0.0,36.0,144.0,144.0,6,2020
14629,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/24/2020,08/23/2020,A33873,YOUNG'S TRADING (GA),12.0,0.0,12.0,48.0,48.0,6,2020
14630,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/24/2020,07/24/2020,A33877,"A-1 TRADING, INC. (GA)",12.0,0.0,12.0,48.0,48.0,6,2020
14631,V3443 (BARBER CAPE : LT.BLUE (PC/48PCS/96PCS)),Sales Order,06/29/2020,08/28/2020,A33894,"WURI, INC.",6.0,0.0,6.0,24.0,24.0,6,2020
14632,V3446 (DELUXE BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,09/25/2018,10/25/2018,A30406,PAUL'S BEAUTY WHOLESALE,24.0,15.0,9.0,180.0,67.5,9,2018
14633,V3446 (DELUXE BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,02/14/2020,03/15/2020,A33095,EXPO TRADING,6.0,5.0,1.0,45.0,7.5,2,2020
14634,V3446 (DELUXE BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,05/12/2020,06/11/2020,A33582,DJ BEAUTY SUPPLY,6.0,0.0,6.0,60.0,60.0,5,2020
14635,V3446 (DELUXE BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33821,TNT BEAUTY SUPPLY,12.0,0.0,12.0,90.0,90.0,6,2020
14636,V3446 (DELUXE BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/16/2020,07/16/2020,A33827,PAUL'S BEAUTY WHOLESALE,5.0,0.0,5.0,37.5,37.5,6,2020
14637,V3446 (DELUXE BARBER CAPE : BLACK (PC/48PCS/96PCS)),Sales Order,06/18/2020,07/18/2020,A33840,PAUL'S BEAUTY WHOLESALE,55.0,0.0,55.0,412.5,412.5,6,2020
14638,V3447 (DELUXE BARBER CAPE : GRAY (PC/48PCS/96PCS)),Sales Order,06/16/2020,07/16/2020,A33827,PAUL'S BEAUTY WHOLESALE,2.0,0.0,2.0,15.0,15.0,6,2020
14639,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,09/25/2018,10/25/2018,A30406,PAUL'S BEAUTY WHOLESALE,24.0,0.0,24.0,180.0,180.0,9,2018
14640,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,07/15/2019,08/14/2019,A32032,PAUL'S BEAUTY WHOLESALE,24.0,0.0,24.0,180.0,180.0,7,2019
14641,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,09/23/2019,10/23/2019,A32362,PAUL'S BEAUTY WHOLESALE,36.0,0.0,36.0,270.0,270.0,9,2019
14642,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,11/11/2019,12/11/2019,A32623,PAUL'S BEAUTY WHOLESALE,12.0,10.0,2.0,90.0,15.0,11,2019
14643,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,01/06/2020,02/05/2020,A32884,PAUL'S BEAUTY WHOLESALE,12.0,0.0,12.0,90.0,90.0,1,2020
14644,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,02/21/2020,03/22/2020,A33132,PAUL'S BEAUTY WHOLESALE,24.0,0.0,24.0,180.0,180.0,2,2020
14645,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,03/05/2020,04/04/2020,A33192,PAUL'S BEAUTY WHOLESALE,24.0,0.0,24.0,180.0,180.0,3,2020
14646,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,05/13/2020,06/12/2020,A33606,PAUL'S BEAUTY WHOLESALE,60.0,0.0,60.0,450.0,450.0,5,2020
14647,V3448 (DELUXE BARBER CAPE : BROWN (PC/48PCS/96PCS)),Sales Order,06/01/2020,07/01/2020,A33734,PAUL'S BEAUTY WHOLESALE,60.0,0.0,60.0,450.0,450.0,6,2020
14648,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,10/11/2018,12/10/2018,A30475,PKNY INTERNATIONAL INC.,48.0,32.0,16.0,168.0,56.0,10,2018
14649,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,02/18/2019,03/05/2019,A31197,BYESSENCE BEAUTY(J&D ENT.),1.0,0.0,1.0,3.5,3.5,2,2019
14650,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,01/02/2020,02/01/2020,A32865,C&L TRADING OF MIAMI,24.0,23.0,1.0,84.0,3.5,1,2020
14651,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,05/21/2020,06/05/2020,A33663,BEAUTY MART 1 (BEAUTY STORE),1.0,0.0,1.0,5.0,5.0,5,2020
14652,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,06/01/2020,07/01/2020,A33734,PAUL'S BEAUTY WHOLESALE,12.0,0.0,12.0,42.0,42.0,6,2020
14653,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33766,C&L TRADING OF MIAMI,96.0,0.0,96.0,336.0,336.0,6,2020
14654,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,06/08/2020,07/08/2020,A33768,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,84.0,84.0,6,2020
14655,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,06/10/2020,07/10/2020,A33784,DASO TRADING INC.,6.0,0.0,6.0,21.0,21.0,6,2020
14656,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,06/15/2020,07/15/2020,A33823,C&L TRADING OF MIAMI,96.0,0.0,96.0,336.0,336.0,6,2020
14657,V3451 (KID CAPE : PRINT (PC/48PCS/96PCS)),Sales Order,06/19/2020,07/19/2020,A33853,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,84.0,84.0,6,2020
14658,V3460 (SHAMPOO CAPE : ASSORT (PC/96PC)),Sales Order,10/31/2018,11/30/2018,A30565,"TEN TEN US TRADING, CORP.",100.0,8.0,92.0,200.0,184.0,10,2018
14659,V3460 (SHAMPOO CAPE : ASSORT (PC/96PC)),Sales Order,07/08/2019,09/06/2019,A31988,SUN 3 TRADING LLC.,3.0,0.0,3.0,6.0,6.0,7,2019
14660,V3460 (SHAMPOO CAPE : ASSORT (PC/96PC)),Sales Order,07/25/2019,08/24/2019,A32082,DASO TRADING INC.,10.0,1.0,9.0,20.0,18.0,7,2019
14661,V3461 (SHAMPOO CAPE : BLACK (PC/72PC)),Sales Order,08/20/2018,09/19/2018,A30242,DASO TRADING INC.,24.0,0.0,24.0,48.0,48.0,8,2018
14662,V3461 (SHAMPOO CAPE : BLACK (PC/72PC)),Sales Order,02/18/2019,03/05/2019,A31197,BYESSENCE BEAUTY(J&D ENT.),1.0,0.0,1.0,2.0,2.0,2,2019
14663,V3461 (SHAMPOO CAPE : BLACK (PC/72PC)),Sales Order,03/04/2019,05/03/2019,A31284,"WURI, INC.",12.0,0.0,12.0,24.0,24.0,3,2019
14664,V3461 (SHAMPOO CAPE : BLACK (PC/72PC)),Sales Order,02/10/2020,03/11/2020,A33068,EMPRESS BEAUTY DISTRIBUTORS,12.0,0.0,12.0,30.0,30.0,2,2020
14665,V3461 (SHAMPOO CAPE : BLACK (PC/72PC)),Sales Order,05/21/2020,06/20/2020,A33673,C&L TRADING OF MIAMI,192.0,180.0,12.0,480.0,30.0,5,2020
14666,V3461 (SHAMPOO CAPE : BLACK (PC/72PC)),Sales Order,06/12/2020,06/12/2020,A33798,CASA CESAR N.V.,36.0,0.0,36.0,90.0,90.0,6,2020
14667,V3461 (SHAMPOO CAPE : BLACK (PC/72PC)),Sales Order,06/29/2020,07/29/2020,A33897,C&L TRADING OF MIAMI,96.0,0.0,96.0,240.0,240.0,6,2020
14668,V3461 (SHAMPOO CAPE : BLACK (PC/72PC)),Sales Order,06/29/2020,07/29/2020,A33901,"BEAUTY MARK (TUSCALOOSA, AL)",6.0,0.0,6.0,24.0,24.0,6,2020
14669,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,07/05/2019,07/20/2019,A31979,BEAUTY & US SUPPLY,12.0,0.0,12.0,42.0,42.0,7,2019
14670,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,07/09/2019,08/08/2019,A31995,C&L TRADING OF MIAMI,24.0,0.0,24.0,60.0,60.0,7,2019
14671,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,07/18/2019,08/17/2019,A32048,C&L TRADING OF MIAMI,24.0,0.0,24.0,60.0,60.0,7,2019
14672,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,07/25/2019,08/24/2019,A32082,DASO TRADING INC.,10.0,0.0,10.0,25.0,25.0,7,2019
14673,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,07/26/2019,08/25/2019,A32089,"UNION SALES, INC.",24.0,0.0,24.0,60.0,60.0,7,2019
14674,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,08/07/2019,09/06/2019,A32137,C&L TRADING OF MIAMI,36.0,0.0,36.0,90.0,90.0,8,2019
14675,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,08/12/2019,09/11/2019,A32155,DASO TRADING INC.,20.0,0.0,20.0,50.0,50.0,8,2019
14676,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,08/16/2019,08/16/2019,A32181,S AND K BEAUTY (OH),2.0,0.0,2.0,7.0,7.0,8,2019
14677,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,08/22/2019,09/21/2019,A32199,C&L TRADING OF MIAMI,48.0,0.0,48.0,120.0,120.0,8,2019
14678,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,08/29/2019,09/28/2019,A32236,"UNION SALES, INC.",72.0,0.0,72.0,180.0,180.0,8,2019
14679,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,08/30/2019,09/29/2019,A32242,HAIR DEPOT PLUS(COLUMBUS),1.0,0.0,1.0,2.5,2.5,8,2019
14680,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,09/03/2019,10/03/2019,A32250,DASO TRADING INC.,20.0,0.0,20.0,50.0,50.0,9,2019
14681,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,09/13/2019,10/13/2019,A32302,C&L TRADING OF MIAMI,96.0,0.0,96.0,240.0,240.0,9,2019
14682,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,09/18/2019,10/18/2019,A32339,HAIR DEPOT PLUS(COLUMBUS),1.0,0.0,1.0,2.5,2.5,9,2019
14683,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,09/20/2019,10/20/2019,A32353,DASO TRADING INC.,24.0,0.0,24.0,60.0,60.0,9,2019
14684,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,09/30/2019,10/30/2019,A32408,KING J FASHION & BEAUTY,12.0,0.0,12.0,42.0,42.0,9,2019
14685,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,09/30/2019,10/30/2019,A32420,C&L TRADING OF MIAMI,12.0,0.0,12.0,30.0,30.0,9,2019
14686,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,10/07/2019,11/06/2019,A32447,DASO TRADING INC.,20.0,0.0,20.0,60.0,60.0,10,2019
14687,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,10/11/2019,11/10/2019,A32478,HAIR DEPOT PLUS(COLUMBUS),3.0,0.0,3.0,9.0,9.0,10,2019
14688,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,02/10/2020,03/11/2020,A33068,EMPRESS BEAUTY DISTRIBUTORS,6.0,0.0,6.0,18.0,18.0,2,2020
14689,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,03/10/2020,03/10/2020,A33229,KKCARTER  LLC,2.0,0.0,2.0,13.0,13.0,3,2020
14690,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,06/08/2020,07/08/2020,A33766,C&L TRADING OF MIAMI,48.0,15.0,33.0,144.0,99.0,6,2020
14691,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,06/08/2020,07/08/2020,A33767,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,72.0,72.0,6,2020
14692,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,06/10/2020,07/10/2020,A33784,DASO TRADING INC.,24.0,0.0,24.0,72.0,72.0,6,2020
14693,V3469 (SHAMPOO CAPE (JUMBO) : BLACK (PC/72PC)),Sales Order,06/11/2020,07/11/2020,A33791,"BEAUTY DEPOT (JACKSON, MS)",12.0,0.0,12.0,54.0,54.0,6,2020
