MainCode,Description,Color,Size,Unit,OnHand,Price1,Bin#,MainCode2,Price2,Price3,Price4,Price5
Q5057,"ELASTIC VELVET WIG BAND, 2"" X 11 "" : BLACK",BLACK,R,DZ,921,$6.50 ,C8,,$9.00 ,$12.00 ,,
Q5058,"VELVET WIG GRIP, 2"" X 11"" : BLACK",BLACK,R,DZ,824,$9.00 ,C8,,$12.00 ,$18.00 ,,
Q5059,"VELVET WIG GRIP , 2"" X 11"" : NATURAL",NATURAL,,DZ,284,$9.00 ,C8,,$12.00 ,$18.00 ,,
Q506,TRIANGLE NET : BLACK,BLACK,R,DZ,628,$8.50 ,C8,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q5061,"STRETCH MESH WIG CAP, MAGIC : BLACK",BLACK,R,DZ,161,$18.00 ,C7,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5062,"STRETCH MESH WIG CAP, L : BLACK",BLACK,R,DZ,126,$18.00 ,C7,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5063,"STRETCH MESH WIG CAP, LACE TOP : BLACK",BLACK,R,DZ,94,$18.00 ,C7,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5064,"STRETCH MESH WIG CAP, FRNT LACE : BLACK",BLACK,R,DZ,623,$18.00 ,C7,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5065,CAPLESS WIG CAP : BLACK,BLACK,R,DZ,84,$24.00 ,C6,,$30.00 ,$48.00 ,$0.00 ,$0.00 
Q5066,"CAPLESS WIG CAP, L : BLACK",BLACK,L,DZ,254,$24.00 ,C6,,$30.00 ,$48.00 ,$0.00 ,$0.00 
Q5067,"CAPLESS WIG CAP, FRNT LACE : BLACK",BLACK,R,DZ,58,$24.00 ,C6,,$30.00 ,$48.00 ,$0.00 ,$0.00 
Q5068,"SUPER HOLD LACE TAPE : MESH, 10CM X10pcs",N/A,R,DZ,1037,$22.50 ,C6,,$30.00 ,$40.00 ,$0.00 ,$0.00 
Q5069,"SUPER HOLD LACE TAPE : MESH, 30CM X 50PCS",N/A,R,PK,1784,$22.50 ,C6,,$30.00 ,$40.00 ,$0.00 ,$0.00 
Q507,WAVE NET (2 PCS) : BLACK,BLACK,R,DZ,1650,$4.50 ,C5,,$6.00 ,$9.00 ,,
Q5070,PRF STOCKING WIG CAP : BLACK,BLACK,R,DZ,2845,$6.00 ,E9,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q5071,PRF STOCKING WIG CAP : D.BROWN,D/BROWN,R,DZ,2200,$6.00 ,E9,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q5072,PRF STOCKING WIG CAP : BROWN,BROWN,R,DZ,1204,$6.00 ,E10,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q5073,PRF STOCKING WIG CAP : L.BROWN,L/BROWN,R,DZ,2870,$6.00 ,E11,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q5074,PRF STOCKING WIG CAP : AUBURN,AUBURN,R,DZ,1032,$6.00 ,E11,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q5075,PRF STOCKING WIG CAP : NATURAL,BEIGE,R,DZ,681,$6.00 ,E11,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q5076,PRF STOCKING WIG CAP : CREAM,CREAM,R,DZ,2308,$6.00 ,E12,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q508,WAVE NET (24 PCS) : BLACK,BLACK,R,PK,590,$4.50 ,C5,,$6.00 ,$9.00 ,,
Q5081,COOL MESH WIG CAP (DOME STYLE) : BLACK,BLACK,R,DZ,257,$11.50 ,C6,,$15.00 ,$24.00 ,$0.00 ,$0.00 
Q5082,FORTIFIED LACE PARTING VELVET ELASTIC WIG GRIP : BLACK,BLACK,,DZ,720,$18.00 ,,,$24.00 ,$36.00 ,,
Q5083,FORTIFIED LACE PARTING VELVET ELASTIC WIG GRIP : BEIGE,BLACK,,DZ,540,$18.00 ,,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5084,"ELASTIC WIG BAND, 5/8"" X 1YD : BLACK",BLACK,N/A,DZ,6541,$4.50 ,F3,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q5085,"ELASTIC WIG BAND, 5/8"" X 1YD : NATURAL",BEIGE,N/A,DZ,1014,$4.50 ,F3,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q5088,"ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BLACK",BLACK,N/A,DZ,3620,$18.00 ,F3,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5089,"ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : NATURAL",BEIGE,N/A,DZ,911,$18.00 ,F3,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q509,INTER-LOCK SHAMPOO CAP : BLACK,BLACK,R,DZ,520,$8.50 ,C5,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q5090,"ELASTIC WIG BAND, 1-1/8"" X 1YD, W/ SILI DOT : BLACK",BLACK,N/A,DZ,5223,$9.00 ,F4,,$12.00 ,$24.00 ,$0.00 ,$0.00 
Q5091,LACE PARTING VELVET ELASTIC WIG GRIP : BLACK,BLACK,R,DZ,806,$18.00 ,F6,,$24.00 ,$30.00 ,$0.00 ,$0.00 
Q5092,LACE PARTING VELVET ELASTIC WIG GRIP : NATURAL,NATURAL,R,DZ,369,$18.00 ,F6,,$24.00 ,$30.00 ,$0.00 ,$0.00 
Q5094,"WEFT LACE, 5/8"" X 1YD : BLACK",BLACK,N/A,DZ,3262,$6.00 ,F4,,$9.00 ,$18.00 ,$0.00 ,$0.00 
Q5095,"WEFT LACE, 5/8"" X 1YD : NATURAL",BEIGE,N/A,DZ,1126,$6.00 ,F4,,$9.00 ,$18.00 ,$0.00 ,$0.00 
Q5096,"WEFT LACE, 5/8"" X 5YD ROLL : BLACK",BLACK,N/A,DZ,2004,$18.00 ,F4,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5097,"WEFT LACE, 5/8"" X 5YD ROLL : NATURAL",BEIGE,N/A,DZ,988,$18.00 ,F5,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5098,"SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BLACK",BLACK,N/A,DZ,3047,$9.00 ,F5,,$12.00 ,$24.00 ,$0.00 ,$0.00 
Q5099,"SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : NATURAL",BEIGE,N/A,DZ,1662,$9.00 ,F5,,$12.00 ,$24.00 ,$0.00 ,$0.00 
Q510,THICK HAIR NET : ASSORT,ASSORT,R,DZ,46,$13.50 ,F17,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q511,THICK HAIR NET : BLACK,BLACK,R,DZ,2123,$13.50 ,F17,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5112,MESH WIG CAP (DOME STYLE) : BROWN,BROWN,R,DZ,2664,$13.50 ,E4,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5113,MESH WIG CAP (DOME STYLE) : AUBURN,AUBURN,R,DZ,1336,$13.50 ,E4,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5118,SPANDEX DOME CAP : BROWN,BROWN,R,DZ,1477,$9.00 ,E5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q5119,SPANDEX DOME CAP : AUBURN,AUBURN,R,DZ,1526,$9.00 ,E5,,$12.00 ,$15.00 ,,
Q512,THICK HAIR NET : WHITE,WHITE,R,DZ,152,$13.50 ,F17,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5122,"MESH WIG CAP (DOME STYLE, XL) : BROWN",BROWN,XL,DZ,1414,$13.50 ,E6,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5123,"MESH WIG CAP (DOME STYLE, XL) : AUBURN",AUBURN,XL,DZ,1193,$13.50 ,E6,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5124,"MESH WIG CAP (DOME STYLE, XL) : NATURAL",BEIGE,XL,DZ,1569,$13.50 ,E7,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5128,"SPANDEX DOME CAP, XL : BROWN",BROWN,XL,DZ,1717,$9.00 ,E7,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q5129,"SPANDEX DOME CAP, XL : AUBURN",AUBURN,XL,DZ,1485,$9.00 ,E8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q513,THICK HAIR NET : RED,RED,R,DZ,148,$13.50 ,F17,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5130,"SPANDEX DOME CAP, XL : NATURAL",BEIGE,XL,DZ,1387,$9.00 ,E8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q514,THICK HAIR NET : NAVY,NAVY,R,DZ,259,$13.50 ,F17,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5148,WEAVING NET : BLACK,BLACK,R,PK,464,$6.50 ,C4,,$9.00 ,$15.00 ,$0.00 ,$0.00 
Q5149,BULK WEAVING NET (48.3CMX5M) : BLACK,BLACK,N/A,PK,103,$4.50 ,C4,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q515,THICK HAIR NET : ROYAL,ROYAL,R,DZ,148,$13.50 ,F17,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q516,THICK HAIR NET : SKY,SKY BLUE,R,DZ,0,$13.50 ,F17,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q517,THICK HAIR NET : GRAY,GRAY,R,DZ,38,$13.50 ,F17,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q518,THICK HAIR NET : BROWN,BROWN,R,DZ,283,$13.50 ,F16,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q519,THICK HAIR NET : YELLOW,YELLOW,R,DZ,0,$13.50 ,F16,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q520,THICK HAIR NET : PINK,PINK,R,DZ,65,$13.50 ,F16,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q521,THICK HAIR NET : BURGUNDY,BURGUNDY,R,DZ,118,$13.50 ,F16,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q522,THICK HAIR NET : PURPLE,PURPLE,R,DZ,127,$13.50 ,F16,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q523,THICK HAIR NET : AFRO,AFRO,R,DZ,213,$13.50 ,F16,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q524,THICK HAIR NET : H.PINK,HOT PINK,R,DZ,109,$13.50 ,F16,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q527,WAVE NET (2 PCS) : BROWN,BROWN,R,DZ,364,$4.50 ,C5,,$6.00 ,$9.00 ,,
Q528,WAVE NET (24 PCS) : BROWN,BROWN,R,PK,-315,$4.50 ,C5,,$6.00 ,$9.00 ,,
Q529,BULK WEAVING NET (48.3CMX10M) : BLACK,BLACK,N/A,PC,451,$6.50 ,C4,,$9.00 ,$15.00 ,$0.00 ,$0.00 
Q530,TURBAN : ASSORT,ASSORT,R,DZ,310,$12.00 ,C4,,$16.50 ,$24.00 ,,
Q531,TURBAN : BLACK,BLACK,R,DZ,541,$12.00 ,C4,,$16.50 ,$24.00 ,,
Q532,SATIN TURBAN : ASSORT,ASSORT,R,DZ,156,$8.00 ,C3,,$10.50 ,$15.00 ,$0.00 ,$0.00 
Q533,SATIN TURBAN : BLACK,BLACK,R,DZ,127,$8.00 ,C3,,$10.50 ,$15.00 ,$0.00 ,$0.00 
Q534,TURBAN : BLACK & WHITE,BK&WHT,R,DZ,173,$12.00 ,C3,,$16.50 ,$24.00 ,$0.00 ,$0.00 
Q535,TURBAN : WHITE,WHITE,R,DZ,0,$12.00 ,C3,,$16.50 ,$24.00 ,$0.00 ,$0.00 
Q536,T-TOWEL : ASSORT,ASSORT,R,DZ,208,$22.50 ,C2,,$30.00 ,$48.00 ,$0.00 ,$0.00 
Q537,T-TOWEL : BLACK,BLACK,R,DZ,38,$22.50 ,C2,,$30.00 ,$48.00 ,$0.00 ,$0.00 
Q540,KID BONNET : ASSORT,ASSORT,R,DZ,322,$7.50 ,C2,,$10.00 ,$15.00 ,$0.00 ,$0.00 
Q541,KID BONNET : BLACK,BLACK,R,DZ,657,$7.50 ,C2,,$10.00 ,$15.00 ,$0.00 ,$0.00 
Q542,KID WRAP : ASSORT,ASSORT,R,DZ,21,$7.50 ,C1,,$10.00 ,$15.00 ,$0.00 ,$0.00 
Q543,KID WRAP : BLACK,BLACK,R,DZ,61,$7.50 ,C1,,$10.00 ,$15.00 ,$0.00 ,$0.00 
Q544,KID MESH-WRAP : ASSORT,ASSORT,R,DZ,0,$5.50 ,C1,,$7.50 ,$10.00 ,$0.00 ,$0.00 
Q545,KID MESH-WRAP : BLACK,BLACK,R,DZ,119,$5.50 ,C1,,$7.50 ,$10.00 ,$0.00 ,$0.00 
Q546,KID SHOWER-CAP : ASSORT,ASSORT,R,DZ,291,$4.50 ,D22,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q547,KID SHOWER-CAP : BLACK,BLACK,R,DZ,329,$4.50 ,D22,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q548,STRETCH NET (2PCS) : BLACK,BLACK,R,DZ,177,$15.00 ,D22,,$21.00 ,$36.00 ,$0.00 ,$0.00 
Q551,DLX CUSTOM WEAVING CAP (XL) : BLACK,BLACK,XL,DZ,348,$18.00 ,D22,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q552,DELUX WEAVING NET (2 PC) : BROWN,BROWN,R,DZ,249,$8.50 ,D21,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q553,DELUX WEAVING NET (2 PC) : BLONDE,BLOND,R,DZ,116,$8.50 ,D21,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q554,WEAVING CAP (OPEN TOP) : BROWN,BROWN,R,DZ,177,$5.50 ,D21,,$7.50 ,$9.00 ,$0.00 ,$0.00 
Q555,WEAVING CAP (OPEN TOP) : NATURAL,BEIGE,R,DZ,414,$5.50 ,D21,,$7.50 ,$9.00 ,$0.00 ,$0.00 
Q556,WEAVING CAP (CLOSED TOP) : BROWN,BROWN,R,DZ,857,$5.50 ,D20,,$7.50 ,$9.00 ,$0.00 ,$0.00 
Q557,WEAVING CAP (CLOSED TOP) : NATURAL,BEIGE,R,DZ,940,$5.50 ,D20,,$7.50 ,$9.00 ,$0.00 ,$0.00 
Q558,DELUX WEAVING NET: FINE,N/A,R,DZ,136,$8.50 ,D20,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q559,DELUX WEAVING NET: WIDE,N/A,R,DZ,16,$8.50 ,D20,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q560,BABY KUFI CAP : ASSORT,ASSORT,R,DZ,0,$8.50 ,F16,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q561,BABY KUFI CAP : BLACK,BLACK,R,DZ,0,$8.50 ,F15,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q562,BABY KUFI CAP : WHITE,WHITE,R,DZ,4,$8.50 ,F15,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q563,BABY KUFI CAP : RED,RED,R,DZ,80,$8.50 ,F15,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q564,BABY KUFI CAP : NAVY,NAVY,R,DZ,91,$8.50 ,F15,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q565,BABY KUFI CAP : BROWN,BROWN,R,DZ,481,$8.50 ,F15,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q566,BABY KUFI CAP : PINK,PINK,R,DZ,31,$8.50 ,F15,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q567,BABY KUFI CAP : H.PINK,HOT PINK,R,DZ,122,$8.50 ,F15,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q568,BABY KUFI CAP : CREAM,CREAM,R,DZ,92,$8.50 ,F15,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q569,BABY KUFI CAP : M.PINK,M PINK,R,DZ,122,$8.50 ,F14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q570,BABY KUFI CAP : YELLOW,YELLOW,R,DZ,95,$8.50 ,F14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q571,BABY KUFI CAP : ROYAL,ROYAL BLUE,R,DZ,164,$8.50 ,F14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q572,BABY KUFI CAP : SKY,SKY BLUE,R,DZ,85,$8.50 ,F14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q573,BABY KUFI CAP : ORANGE,ORANGE,R,DZ,80,$8.50 ,F14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q574,BABY KUFI CAP : GREEN,GREEN,R,DZ,228,$8.50 ,F14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q575,BABY KUFI CAP : LIME,LIME,R,DZ,269,$8.50 ,F14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q576,BABY KUFI CAP : TAN,TAN,R,DZ,0,$8.50 ,F14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q577,BABY KUFI CAP : KHAKI,KHAKI,R,DZ,175,$8.50 ,F13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q578,BABY KUFI CAP : LAVENDER,LAVENDER,R,DZ,124,$8.50 ,F13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q579,BABY KUFI CAP : BURGUNDY,BURGUNDY,R,DZ,75,$8.50 ,F13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q580,BABY KUFI CAP : PURPLE,PURPLE,R,DZ,123,$8.50 ,F13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q581,BABY KUFI CAP : D.GRAY,DARK GRAY,R,DZ,82,$8.50 ,F13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q582,BABY KUFI CAP : L.GRAY,LIGHT GRAY,R,DZ,17,$8.50 ,F13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q583,BABY KUFI CAP : LEMON,LEMON,R,DZ,224,$8.50 ,F13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q584,BABY KUFI CAP : GOLD,GOLD,R,DZ,112,$8.50 ,F13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q585,BABY KUFI CAP : AQUA,AQUA,R,DZ,110,$8.50 ,F12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q586,BABY KUFI CAP : D.BROWN,D. BROWN,R,DZ,172,$8.50 ,F12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q587,BABY KUFI CAP : NATURAL,BEIGE,R,DZ,240,$8.50 ,F12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q588,BABY KUFI CAP : CRIMSON,CRIMSON,R,DZ,248,$8.50 ,F12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q589,BABY KUFI CAP : PEACH,PEACH,R,DZ,56,$8.50 ,F12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q590,BABY KUFI CAP : MUSTARD,MUSTARD,R,DZ,168,$8.50 ,F12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q591,BABY KUFI CAP : TURQUOISE,TURQUOISE,R,DZ,204,$8.50 ,F12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q611,KID KUFI CAP : BLACK,BLACK,R,DZ,228,$9.00 ,F12,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q612,KID KUFI CAP : WHITE,WHITE,R,DZ,53,$9.00 ,F12,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q613,KID KUFI CAP : RED,RED,R,DZ,80,$9.00 ,F12,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q614,KID KUFI CAP : BROWN,BROWN,R,DZ,219,$9.00 ,F12,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q615,KID KUFI CAP : LAVENDER,LAVENDER,R,DZ,195,$9.00 ,F12,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q616,KID KUFI CAP : CRREAM,CREAM,R,DZ,91,$9.00 ,F11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q617,KID KUFI CAP : L. PINK,L PINK,R,DZ,184,$9.00 ,F11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q618,KID KUFI CAP : M. PINK,M PINK,R,DZ,8,$9.00 ,F11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q619,KID KUFI CAP : H. PINK,H PINK,R,DZ,0,$9.00 ,F11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q620,KID KUFI CAP : CRIMSON,CRIMSON,R,DZ,153,$9.00 ,F11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q621,KID KUFI CAP : PEACH,PEACH,R,DZ,160,$9.00 ,F11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q622,KID KUFI CAP : MUSTARD,MUSTARD,R,DZ,0,$9.00 ,F11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q623,KID KUFI CAP : TURQUOISE,TURQUOISE,R,DZ,89,$9.00 ,F11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q624,KID KUFI CAP : LEMON,LEMON,R,DZ,171,$9.00 ,F10,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q625,KID KUFI CAP : LIME,LIME,R,DZ,120,$9.00 ,F10,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q629,JUMBO HAIR NET : AFRO,AFRO,J,DZ,174,$22.50 ,D19,,$30.00 ,$48.00 ,$0.00 ,$0.00 
Q630,JUMBO HAIR NET : ASSORT,ASSORT,J,DZ,95,$22.50 ,D19,,$30.00 ,$48.00 ,$0.00 ,$0.00 
Q631,JUMBO HAIR NET : BLACK,BLACK,J,DZ,242,$22.50 ,D19,,$30.00 ,$48.00 ,$0.00 ,$0.00 
Q661,BABY KUFI CAP W/BRIM : BLACK,BLACK,R,DZ,844,$12.00 ,F10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q662,BABY KUFI CAP W/BRIM : WHITE,WHITE,R,DZ,859,$12.00 ,F10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q663,BABY KUFI CAP W/BRIM : RED,RED,R,DZ,335,$12.00 ,F10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q664,BABY KUFI CAP W/BRIM : BROWN,BROWN,R,DZ,392,$12.00 ,F10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q665,BABY KUFI CAP W/BRIM : NATURAL,BEIGE,R,DZ,270,$12.00 ,F10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q666,BABY KUFI CAP W/BRIM : CREAM,CREAM,R,DZ,359,$12.00 ,F10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q667,BABY KUFI CAP W/BRIM : L.PINK,L PINK,R,DZ,567,$12.00 ,F9,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q668,BABY KUFI CAP W/BRIM : M.PINK,M PINK,R,DZ,80,$12.00 ,F9,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q669,BABY KUFI CAP W/BRIM : H.PINK,H PINK,R,DZ,440,$12.00 ,F9,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q671,KID KUFI-CAP : BLACK,BLACK,R,DZ,0,$9.00 ,F9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q672,KID KUFI-CAP : WHITE,WHITE,R,DZ,0,$9.00 ,F9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q673,KID KUFI-CAP : RED,RED,R,DZ,0,$9.00 ,F9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q674,KID KUFI-CAP : BROWN,BROWN,R,DZ,0,$9.00 ,F9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q675,KID KUFI-CAP : CREAM,CREAM,R,DZ,0,$9.00 ,F9,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q676,KID KUFI-CAP : H.PINK,H PINK,R,DZ,0,$9.00 ,F5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q677,KID KUFI-CAP : M.PINK,M PINK,R,DZ,0,$9.00 ,F5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q678,KID KUFI-CAP : PINK,PINK,R,DZ,0,$9.00 ,F5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q679,KID KUFI-CAP : TURQUOISE,TURQUOISE,R,DZ,0,$9.00 ,F5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q680,KID KUFI-CAP : CRIMSON,CRIMSON,R,DZ,0,$9.00 ,F5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q681,KID KUFI-CAP : LAVENDER,LAVENDER,R,DZ,0,$9.00 ,F5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q682,KID KUFI-CAP : PEACH,PEACH,R,DZ,0,$9.00 ,F5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q683,KID KUFI-CAP : MUSTARD,MUSTARD,R,DZ,0,$9.00 ,F5,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q684,KID KUFI-CAP : LIME,LIME,R,DZ,0,$9.00 ,F6,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q685,KID KUFI-CAP : LEMON,LEMON,R,DZ,0,$9.00 ,F6,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q7000,LUX DISPLAY SET (200PCS),,,PC,4,$498.40 ,,,$668.80 ,,,
Q7000 DP3,LUX DISPLAY SET (A+B)SET,,,PC,35,$498.40 ,,,$668.80 ,$0.00 ,$0.00 ,$0.00 
Q7000 DP4,LUX DISPLAY SET (C+D)SET,,,PC,35,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 
Q7001,SILK BONNET(XL) (6PC) : ASSORT,ASSORT,XL,PC,502,$10.80 ,J13,,$14.70 ,,,
Q7002,SILK BONNET(XL) (6PC) : ONYX,ONYX,XL,PC,849,$10.80 ,J13,,$14.70 ,,,
Q7003,SILK BONNET(JUMBO) (6PC) : ASSORT,ASSORT,JUMBO,PC,392,$15.30 ,J13,,$20.40 ,,,
Q7004,SILK BONNET(JUMBO) (6PC) : ONYX,ONYX,JUMBO,PC,227,$15.30 ,J13,,$20.40 ,,,
Q7005,SILK BONNET(BRAID) (6PC) : ASSORT,ASSORT,R,PC,828,$15.30 ,J12,,$20.40 ,,,
Q7006,SILK BONNET(BRAID) (6PC) : ONYX,ONYX,R,PC,533,$15.30 ,J12,,$20.40 ,,,
Q7011,SILK PATTERN BONNET (XL) (6PC): AFRO,AFRO,XL,PC,1378,$12.90 ,J12,,$17.40 ,,,
Q7012,SILK PATTERN BONNET (XL) (6PC): LEOPARD,LEO,XL,PC,270,$12.90 ,J11,,$17.40 ,,,
Q7021,SILK PATTERN BONNET (JUMBO) (6PC): AFRO,ASSORT,JUMBO,PC,842,$17.40 ,J12,,$23.40 ,,,
Q7022,SILK PATTERN BONNET (JUMBO) (6PC): LEO,ASSORT,JUMBO,PC,483,$17.40 ,J11,,$23.40 ,,,
Q7031,SILK PATTERN BONNET (BRAID) (6PC): AFRO,ASSORT,R,PC,494,$17.40 ,J11,,$23.40 ,,,
Q7032,SILK PATTERN BONNET (BRAID) (6PC): LEO,ASSORT,R,PC,532,$17.40 ,J11,,$23.40 ,,,
Q7051,SILK SHOWER & CONDITIONING CAP(XL) (6PC) : ASSORT,ASSORT,XL,PC,16,$12.90 ,J10,,$17.40 ,,,
Q7052,SILK SHOWER & CONDITIONING CAP(XL) (6PC) : ONYX,ONYX,XL,PC,-2,$12.90 ,J10,,$17.40 ,,,
Q7053,SILK SHOWER & CONDITIONING CAP(JUMBO) (6PC) : ASSORT,ASSORT,JUMBO,PC,-4,$17.40 ,J10,,$23.40 ,,,
