,"Type","Date","Due Date","Num","Name","Qty","Invoiced","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,
"E1083 (ADHESIVE-STRIP LASH/CLEAR (7G))",,,,,,,,,,
,"Sales Order","09/07/2018","10/07/2018","A30322","UNION SALES, INC.",40,0,40,160.00,160.00
,"Sales Order","09/11/2018","11/10/2018","A30340","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","09/12/2018","09/27/2018","A30344","A.S.K. BEAUTY",6,0,6,24.00,24.00
,"Sales Order","09/14/2018","11/13/2018","A30354","WURI, INC.",12,0,12,48.00,48.00
,"Sales Order","09/17/2018","10/17/2018","A30356","UNION SALES, INC.",40,0,40,160.00,160.00
,"Sales Order","09/21/2018","09/21/2018","A30379","EBS IMPORT&WHOLESALE (GA)",2,0,2,8.00,8.00
,"Sales Order","09/24/2018","10/24/2018","A30394","WAKE BEAUTY",3,0,3,12.00,12.00
,"Sales Order","09/24/2018","09/24/2018","A30397","JAJ BEAUTY SUPPLY",2,0,2,12.00,12.00
,"Sales Order","09/24/2018","11/23/2018","A30399","SUN 3 TRADING LLC.",9,0,9,36.00,36.00
,"Sales Order","09/26/2018","11/25/2018","A30410","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","09/27/2018","10/27/2018","A30413","UNION SALES, INC.",40,0,40,160.00,160.00
,"Sales Order","09/28/2018","09/28/2018","A30417","EBS IMPORT&WHOLESALE (GA)",4,0,4,16.00,16.00
,"Sales Order","10/01/2018","11/30/2018","A30427","SUN 3 TRADING LLC.",12,0,12,48.00,48.00
,"Sales Order","10/02/2018","12/01/2018","A30433","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","10/04/2018","11/03/2018","A30438","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.",40,0,40,160.00,160.00
,"Sales Order","10/05/2018","10/05/2018","A30445","EBS IMPORT&WHOLESALE (GA)",3,0,3,12.00,12.00
,"Sales Order","12/26/2018","12/26/2018","A30875","ESTHER OSAGHAE",2,0,2,18.00,18.00
,"Sales Order","03/04/2019","05/03/2019","A31284","WURI, INC.",12,0,12,48.00,48.00
,"Sales Order","06/07/2019","07/07/2019","A31850","MAMMOTH BEAUTY, INC.#1",1,0,1,6.00,6.00
,"Sales Order","06/13/2019","07/13/2019","A31879","UNION SALES, INC.",160,0,160,640.00,640.00
,"Sales Order","06/28/2019","06/28/2019","A31951","EBS IMPORT&WHOLESALE (GA)",1,0,1,4.00,4.00
,"Sales Order","07/03/2019","07/03/2019","A31976","FASHION POINT(10/21/19 close notice)",12,0,12,48.00,48.00
,"Sales Order","08/06/2019","09/05/2019","A32131","HELLO BANANA INC.",40,0,40,160.00,160.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",20,0,20,80.00,80.00
"Total Q806 (OGN STOCKING WIG CAP (DLX) : NATURAL (DZ/40DZ))",,,,,,2340,48,2292,9412.00,9220.00
"Q807 (OGN STOCKING WIG CAP (DLX) : BURGUNDY (DZ/40DZ))",,,,,,,,,,
,"Sales Order","07/19/2018","08/18/2018","A30105","DASO TRADING INC.",40,20,20,160.00,80.00
,"Sales Order","08/23/2018","09/22/2018","A30260","C&L TRADING OF MIAMI",20,0,20,80.00,80.00
,"Sales Order","03/08/2019","05/07/2019","A31328","WURI, INC.",6,4,2,24.00,8.00
"Total Q807 (OGN STOCKING WIG CAP (DLX) : BURGUNDY (DZ/40DZ))",,,,,,66,24,42,264.00,168.00
"Q808 (OGN BRAID CYLINDER : BLACK (DZ/40DZ))",,,,,,,,,,
,"Sales Order","02/19/2018","03/21/2018","A29297","TEN TEN US TRADING, CORP.",12,11,1,72.00,6.00
,"Sales Order","02/20/2018","03/22/2018","A29312","PRIME CK",3,0,3,18.00,18.00
,"Sales Order","02/21/2018","04/22/2018","A29322","P&J TRADING (MD)",6,0,6,36.00,36.00
,"Sales Order","02/22/2018","03/09/2018","A29325","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,8.00,8.00
,"Sales Order","02/27/2018","03/29/2018","A29341","BEAUTY ELEMENTS",12,0,12,72.00,72.00
,"Sales Order","02/28/2018","04/29/2018","A29352","P&J TRADING (MD)",6,0,6,36.00,36.00
,"Sales Order","03/02/2018","04/01/2018","A29363","PRIME CK",3,0,3,18.00,18.00
,"Sales Order","03/07/2018","04/06/2018","A29394","BEAUTY WORLD (KINSTON) NC3",1,0,1,8.00,8.00
,"Sales Order","03/07/2018","05/06/2018","A29396","YOUNG'S TRADING (GA)",6,0,6,36.00,36.00
,"Sales Order","03/08/2018","05/07/2018","A29400","P&J TRADING (MD)",12,0,12,72.00,72.00
,"Sales Order","03/12/2018","05/11/2018","A29420","WURI, INC.",6,0,6,36.00,36.00
,"Sales Order","04/25/2018","04/25/2018","A29681","PK INTERNATIONAL, INC.",40,29,11,240.00,66.00
,"Sales Order","04/27/2018","05/12/2018","A29695","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,8.00,8.00
,"Sales Order","04/27/2018","04/27/2018","A29698","CLORE CANADA INC.",2,0,2,12.00,12.00
,"Sales Order","05/02/2018","06/01/2018","A29718","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,8.00,8.00
,"Sales Order","05/07/2018","07/06/2018","A29734","SUN 3 TRADING LLC.",6,0,6,36.00,36.00
,"Sales Order","05/07/2018","07/06/2018","A29735","P&J TRADING (MD)",6,0,6,36.00,36.00
,"Sales Order","05/08/2018","06/07/2018","A29744","PRIME CK",3,0,3,18.00,18.00
,"Sales Order","05/14/2018","07/13/2018","A29769","SUN 3 TRADING LLC.",6,0,6,36.00,36.00
,"Sales Order","05/14/2018","06/13/2018","A29773","BEAUTY WORLD (KINSTON) NC3",2,0,2,16.00,16.00
,"Sales Order","05/16/2018","07/15/2018","A29789","P&J TRADING (MD)",9,0,9,54.00,54.00
,"Sales Order","05/16/2018","07/15/2018","A29791","YOUNG'S TRADING (GA)",12,0,12,72.00,72.00
,"Sales Order","05/17/2018","06/16/2018","A29798","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,8.00,8.00
,"Sales Order","01/04/2019","03/05/2019","A30922","P&J TRADING (MD)",6,0,6,36.00,36.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",6,0,6,36.00,36.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",5,0,5,30.00,30.00
"Total Q808 (OGN BRAID CYLINDER : BLACK (DZ/40DZ))",,,,,,174,40,134,1058.00,818.00
"Q8081 (PRM STOCKING BRAID CYLINDER : BK (DZ/40DZ))",,,,,,,,,,
,"Sales Order","11/12/2018","12/12/2018","A30630","KING J FASHION & BEAUTY",1,0,1,12.00,12.00
,"Sales Order","12/10/2018","02/08/2019","A30785","PKNY INTERNATIONAL INC.",48,0,48,432.00,432.00
,"Sales Order","12/11/2018","02/09/2019","A30786","PK INTERNATIONAL, INC.",48,0,48,432.00,432.00
,"Sales Order","12/11/2018","12/26/2018","A30790","BEAUTY GALLERY",4,3,1,48.00,12.00
,"Sales Order","12/17/2018","01/01/2019","A30816","BEAUTY SQUAD",2,0,2,24.00,24.00
,"Sales Order","12/18/2018","01/17/2019","A30832","HAIR DEPOT PLUS(YOUNGSTOWN)",1,0,1,9.00,9.00
,"Sales Order","01/04/2019","01/19/2019","A30920","UBS",12,0,12,108.00,108.00
,"Sales Order","01/14/2019","02/13/2019","A30972","7 DOLLAR BEAUTY SUPPLY",12,0,12,108.00,108.00
,"Sales Order","01/25/2019","02/24/2019","A31045","7 DOLLAR BEAUTY SUPPLY",12,0,12,108.00,108.00
,"Sales Order","01/30/2019","03/31/2019","A31083","YOUNG'S TRADING (GA)",6,3,3,54.00,27.00
,"Sales Order","01/30/2019","01/30/2019","A31101","CLORE CANADA INC.",4,0,4,36.00,36.00
,"Sales Order","01/31/2019","02/15/2019","A31092","BELLA PANDORA GLOBAL, INC.",2,0,2,18.00,18.00
,"Sales Order","01/31/2019","03/02/2019","A31094","BEAUTY OF ANGELS",1,0,1,12.00,12.00
,"Sales Order","02/04/2019","03/06/2019","A31114","KING J FASHION & BEAUTY",5,0,5,60.00,60.00
,"Sales Order","02/04/2019","02/19/2019","A31120","BEAUTY SQUAD",2,0,2,24.00,24.00
,"Sales Order","02/05/2019","03/07/2019","A31129","7 DOLLAR BEAUTY SUPPLY",12,0,12,108.00,108.00
,"Sales Order","02/06/2019","04/07/2019","A31137","YOUNG'S TRADING (GA)",6,0,6,54.00,54.00
,"Sales Order","02/18/2019","03/20/2019","A31191","BEAUTY OF ANGELS",1,0,1,12.00,12.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",20,0,20,180.00,180.00
"Total Q8081 (PRM STOCKING BRAID CYLINDER : BK (DZ/40DZ))",,,,,,199,6,193,1839.00,1776.00
"Q810 (OGN DOUBLE MESH WRAP : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/07/2018","06/06/2018","A29736","US IMPORT",6,0,6,75.00,75.00
,"Sales Order","02/12/2020","04/12/2020","A33085","P&J TRADING (MD)",4,0,4,50.00,50.00
,"Sales Order","02/17/2020","04/17/2020","A33102","WURI, INC.",6,0,6,75.00,75.00
,"Sales Order","02/17/2020","03/03/2020","A33108","BEAUTY DEPOT(TAMPA,FL)",2,0,2,33.00,33.00
,"Sales Order","02/17/2020","03/18/2020","A33109","GRACE WORLD",6,0,6,75.00,75.00
,"Sales Order","02/18/2020","04/18/2020","A33114","CY LADY (GA)",3,0,3,37.50,37.50
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
"Total Q810 (OGN DOUBLE MESH WRAP : ASST. (DZ/24DZ))",,,,,,28,0,28,362.00,362.00
"Q811 (OGN DOUBLE MESH WRAP : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/07/2018","06/06/2018","A29736","US IMPORT",6,0,6,75.00,75.00
,"Sales Order","05/15/2018","05/30/2018","A29784","2J GROUP, INC.",3,0,3,37.50,37.50
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",4,0,4,50.00,50.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",5,0,5,62.50,62.50
,"Sales Order","08/22/2019","09/21/2019","A32201","EXPO TRADING",6,0,6,75.00,75.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",12,0,12,150.00,150.00
,"Sales Order","02/10/2020","03/11/2020","A33068","EMPRESS BEAUTY DISTRIBUTORS",6,0,6,75.00,75.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,16.50,16.50
"Total Q811 (OGN DOUBLE MESH WRAP : BLACK (DZ/24DZ))",,,,,,44,0,44,558.00,558.00
"Q812 (OGN FOAM MESH WRAP : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","02/26/2020","03/27/2020","A33145","BEAUTY ELEMENTS",12,0,12,150.00,150.00
,"Sales Order","02/26/2020","04/26/2020","A33149","P&J TRADING (MD)",4,0,4,50.00,50.00
,"Sales Order","02/27/2020","03/28/2020","A33157","US IMPORT",3,0,3,37.50,37.50
,"Sales Order","03/03/2020","04/02/2020","A33182","DASO TRADING INC.",6,0,6,75.00,75.00
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",8,0,8,100.00,100.00
"Total Q812 (OGN FOAM MESH WRAP : ASST. (DZ/24DZ))",,,,,,33,0,33,412.50,412.50
"Q813 (OGN FOAM MESH WRAP : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/15/2018","05/30/2018","A29784","2J GROUP, INC.",3,0,3,37.50,37.50
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",12,0,12,150.00,150.00
,"Sales Order","02/10/2020","03/11/2020","A33068","EMPRESS BEAUTY DISTRIBUTORS",6,0,6,75.00,75.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
"Total Q813 (OGN FOAM MESH WRAP : BLACK (DZ/24DZ))",,,,,,22,0,22,279.00,279.00
"Q814 (OGN OPEN WRAP : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","08/24/2018","10/23/2018","A30270","P&J TRADING (MD)",6,3,3,39.00,19.50
,"Sales Order","06/08/2020","07/08/2020","A33767","TEN TEN US TRADING, CORP.",12,0,12,78.00,78.00
,"Sales Order","06/08/2020","07/08/2020","A33768","7 DOLLAR BEAUTY SUPPLY",24,19,5,156.00,32.50
,"Sales Order","06/09/2020","07/09/2020","A33772","PRIME CK",3,0,3,19.50,19.50
,"Sales Order","06/15/2020","08/14/2020","A33813","SUN 3 TRADING LLC.",6,0,6,39.00,39.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",3,0,3,19.50,19.50
"Total Q814 (OGN OPEN WRAP : ASST. (DZ/24DZ))",,,,,,54,22,32,351.00,208.00
"Q815 (OGN OPEN WRAP : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/14/2018","06/13/2018","A29771","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,1,1,17.00,8.50
,"Sales Order","05/16/2018","06/15/2018","A29790","HAIR PLUS",2,0,2,13.00,13.00
,"Sales Order","05/17/2018","06/16/2018","A29794","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",4,0,4,26.00,26.00
,"Sales Order","05/30/2018","07/29/2018","A29870","P&J TRADING (MD)",6,0,6,39.00,39.00
,"Sales Order","06/07/2018","08/06/2018","A29904","P&J TRADING (MD)",6,0,6,39.00,39.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",7,0,7,45.50,45.50
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",12,0,12,78.00,78.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,8.50,8.50
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",3,0,3,19.50,19.50
"Total Q815 (OGN OPEN WRAP : BLACK (DZ/24DZ))",,,,,,43,1,42,285.50,277.00
"Q816 (OGN FOAM WRAP : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/22/2018","06/21/2018","A29828","A-1 TRADING, INC. (GA)",6,0,6,75.00,75.00
,"Sales Order","05/30/2018","06/29/2018","A29869","A-1 TRADING, INC. (GA)",6,0,6,75.00,75.00
,"Sales Order","08/23/2018","09/22/2018","A30260","C&L TRADING OF MIAMI",24,9,15,300.00,187.50
,"Sales Order","07/26/2019","08/25/2019","A32089","UNION SALES, INC.",24,22,2,300.00,25.00
,"Sales Order","08/14/2019","09/13/2019","A32172","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,16.50,16.50
,"Sales Order","09/09/2019","10/09/2019","A32278","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,16.50,16.50
,"Sales Order","09/16/2019","10/16/2019","A32326","EVERGREEN BEAUTY",1,0,1,16.50,16.50
,"Sales Order","09/19/2019","09/19/2019","A32345","SUPREME BEAUTY SUPPLY",3,0,3,37.50,37.50
,"Sales Order","09/19/2019","11/18/2019","A32348","P&J TRADING (MD)",4,0,4,50.00,50.00
,"Sales Order","09/23/2019","10/23/2019","A32358","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,16.50,16.50
,"Sales Order","09/25/2019","11/24/2019","A32384","POPULAR PRODUCTS, INC.",8,0,8,100.00,100.00
,"Sales Order","09/30/2019","10/30/2019","A32411","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,16.50,16.50
,"Sales Order","10/07/2019","12/06/2019","A32444","P&J TRADING (MD)",2,0,2,25.00,25.00
,"Sales Order","10/15/2019","12/14/2019","A32492","P&J TRADING (MD)",2,0,2,25.00,25.00
,"Sales Order","11/18/2019","12/18/2019","A32675","C&L TRADING OF MIAMI",24,0,24,300.00,300.00
"Total Q816 (OGN FOAM WRAP : ASST. (DZ/24DZ))",,,,,,108,31,77,1370.00,982.50
"Q817 (OGN FOAM WRAP : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",12,0,12,150.00,150.00
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",2,0,2,25.00,25.00
"Total Q817 (OGN FOAM WRAP : BLACK (DZ/24DZ))",,,,,,14,0,14,175.00,175.00
"Q819 (OGN EXTRA FIRM MESH WRAP : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/15/2018","05/30/2018","A29784","2J GROUP, INC.",3,0,3,27.00,27.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",3,0,3,27.00,27.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",12,0,12,108.00,108.00
"Total Q819 (OGN EXTRA FIRM MESH WRAP : BLACK (DZ/24DZ))",,,,,,18,0,18,162.00,162.00
"Q820 (OGN SLEEP CAP : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","12/26/2018","01/10/2019","A30869","2J GROUP, INC.",12,6,6,150.00,75.00
,"Sales Order","03/04/2019","05/03/2019","A31284","WURI, INC.",6,0,6,75.00,75.00
,"Sales Order","03/06/2019","04/05/2019","A31314","US IMPORT",6,0,6,75.00,75.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",24,0,24,300.00,300.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",48,0,48,600.00,600.00
,"Sales Order","06/29/2020","06/29/2020","A33898","D&G TRADING",6,0,6,75.00,75.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,0,2,33.00,33.00
"Total Q820 (OGN SLEEP CAP : ASST. (DZ/24DZ))",,,,,,105,6,99,1324.50,1249.50
"Q821 (OGN SLEEP CAP : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/15/2018","05/30/2018","A29784","2J GROUP, INC.",6,0,6,75.00,75.00
,"Sales Order","07/17/2018","08/01/2018","A30093","2J GROUP, INC.",6,3,3,75.00,37.50
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",24,0,24,300.00,300.00
,"Sales Order","09/10/2018","10/10/2018","A30332","US TRADING (NC)",6,0,6,75.00,75.00
,"Sales Order","12/26/2018","01/10/2019","A30869","2J GROUP, INC.",12,6,6,150.00,75.00
,"Sales Order","02/18/2019","03/05/2019","A31197","BYESSENCE BEAUTY(J&D ENT.)",1,0,1,12.50,12.50
,"Sales Order","02/28/2019","03/15/2019","A31265","2J GROUP, INC.",12,6,6,150.00,75.00
,"Sales Order","03/04/2019","05/03/2019","A31284","WURI, INC.",9,0,9,112.50,112.50
,"Sales Order","03/06/2019","04/05/2019","A31314","US IMPORT",6,0,6,75.00,75.00
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",8,0,8,100.00,100.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",10,0,10,125.00,125.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",24,0,24,300.00,300.00
,"Sales Order","02/12/2020","03/13/2020","A33083","MISSION TRADING",4,0,4,50.00,50.00
,"Sales Order","05/19/2020","06/18/2020","A33647","BESCO (GA)",6,0,6,75.00,75.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",24,0,24,300.00,300.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",24,0,24,300.00,300.00
,"Sales Order","06/29/2020","06/29/2020","A33898","D&G TRADING",6,0,6,75.00,75.00
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",12,0,12,150.00,150.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,0,2,33.00,33.00
"Total Q821 (OGN SLEEP CAP : BLACK (DZ/24DZ))",,,,,,203,15,188,2549.50,2362.00
"Q822 (OGN SLEEP CAP (XL) : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,162.00,162.00
,"Sales Order","03/04/2019","05/03/2019","A31284","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",4,0,4,54.00,54.00
,"Sales Order","06/12/2020","06/12/2020","A33798","CASA CESAR N.V.",3,0,3,40.50,40.50
,"Sales Order","06/12/2020","06/12/2020","A33802","CASA CESAR N.V.",3,0,3,40.50,40.50
,"Sales Order","06/15/2020","08/14/2020","A33817","CY LADY (GA)",1,0,1,13.50,13.50
,"Sales Order","06/15/2020","07/15/2020","A33819","BEAUTY CASTLE",6,0,6,81.00,81.00
,"Sales Order","06/16/2020","07/16/2020","A33827","PAUL'S BEAUTY WHOLESALE",2,0,2,27.00,27.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",6,0,6,81.00,81.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,0,2,36.00,36.00
"Total Q822 (OGN SLEEP CAP (XL) : ASST. (DZ/24DZ))",,,,,,45,0,45,616.50,616.50
"Q823 (OGN SLEEP CAP (XL) : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/15/2018","05/30/2018","A29784","2J GROUP, INC.",3,0,3,40.50,40.50
,"Sales Order","07/17/2018","08/01/2018","A30093","2J GROUP, INC.",6,3,3,81.00,40.50
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,162.00,162.00
,"Sales Order","02/20/2019","03/22/2019","A31216","GLOBAL BEAUTY CORP.",4,3,1,54.00,13.50
,"Sales Order","03/06/2019","04/05/2019","A31314","US IMPORT",3,0,3,40.50,40.50
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",8,0,8,108.00,108.00
,"Sales Order","08/22/2019","09/21/2019","A32201","EXPO TRADING",6,0,6,81.00,81.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",24,0,24,324.00,324.00
,"Sales Order","02/10/2020","03/11/2020","A33068","EMPRESS BEAUTY DISTRIBUTORS",6,0,6,81.00,81.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",12,0,12,162.00,162.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,18.00,18.00
"Total Q823 (OGN SLEEP CAP (XL) : BLACK (DZ/24DZ))",,,,,,109,6,103,1476.00,1395.00
"Q824 (OGN SLEEP CAP (DS) : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/09/2018","06/08/2018","A29746","K BEAUTY WAREHOUSE (DS TRADING)",12,6,6,162.00,81.00
,"Sales Order","05/25/2018","05/25/2018","A29860","CLORE CANADA INC.",1,0,1,13.50,13.50
,"Sales Order","06/04/2018","07/04/2018","A29889","OH TRADING",2,0,2,26.50,26.50
,"Sales Order","06/14/2018","08/13/2018","A29935","P&J TRADING (MD)",6,5,1,81.00,13.50
,"Sales Order","06/15/2018","07/15/2018","A29940","TEN TEN US TRADING, CORP.",6,0,6,81.00,81.00
,"Sales Order","06/18/2018","06/18/2018","A29952","SUPREME BEAUTY SUPPLY",2,0,2,27.00,27.00
,"Sales Order","06/27/2018","07/12/2018","A30001","YOUNG'S BEAUTY SUPPLY (VA)",1,0,1,18.00,18.00
,"Sales Order","06/29/2018","06/29/2018","A30016","CLORE CANADA INC.",4,0,4,54.00,54.00
,"Sales Order","07/03/2018","07/03/2018","A30033","SHEKINA IMPORT & EXPORT",5,0,5,67.50,67.50
,"Sales Order","07/03/2018","08/02/2018","A30034","G&A BEAUTY SUPPLY",1,0,1,18.00,18.00
,"Sales Order","07/05/2018","07/05/2018","A30038","CLORE CANADA INC.",4,0,4,54.00,54.00
,"Sales Order","07/09/2018","07/09/2018","A30049","QUEEN'S BEAUTY SUPPLY",1,0,1,18.00,18.00
,"Sales Order","07/11/2018","09/09/2018","A30060","P&J TRADING (MD)",6,0,6,81.00,81.00
,"Sales Order","07/17/2018","08/01/2018","A30093","2J GROUP, INC.",3,0,3,40.50,40.50
,"Sales Order","03/06/2019","04/05/2019","A31314","US IMPORT",3,0,3,40.50,40.50
,"Sales Order","08/06/2019","09/05/2019","A32131","HELLO BANANA INC.",24,0,24,324.00,324.00
,"Sales Order","10/18/2019","11/17/2019","A32508","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,18.00,18.00
,"Sales Order","10/23/2019","10/23/2019","A32528","QUEEN'S BEAUTY SUPPLY",1,0,1,18.00,18.00
,"Sales Order","10/24/2019","11/23/2019","A32531","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","10/31/2019","11/30/2019","A32572","7 DOLLAR BEAUTY SUPPLY",24,0,24,324.00,324.00
,"Sales Order","10/31/2019","10/31/2019","A32575","CLORE CANADA INC.",5,0,5,67.50,67.50
,"Sales Order","11/01/2019","12/01/2019","A32584","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","11/04/2019","01/03/2020","A32588","CY LADY (GA)",1,0,1,13.50,13.50
,"Sales Order","11/05/2019","01/04/2020","A32596","P&J TRADING (MD)",4,0,4,54.00,54.00
,"Sales Order","11/05/2019","12/05/2019","A32601","BEAUTY WORLD (ROCKY MT) NC5",1,0,1,18.00,18.00
,"Sales Order","11/07/2019","12/07/2019","A32613","I BEAUTY(AVENT FERRY)",1,0,1,18.00,18.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","06/29/2020","06/29/2020","A33898","D&G TRADING",6,0,6,81.00,81.00
"Total Q824 (OGN SLEEP CAP (DS) : ASST. (DZ/24DZ))",,,,,,134,11,123,1840.00,1691.50
"Q825 (OGN SLEEP CAP (DS) : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/17/2018","06/16/2018","A29794","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",4,0,4,54.00,54.00
,"Sales Order","05/22/2018","06/21/2018","A29829","US IMPORT",6,0,6,81.00,81.00
,"Sales Order","05/22/2018","06/21/2018","A29834","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","05/23/2018","06/07/2018","A29843","2J GROUP, INC.",3,0,3,40.50,40.50
,"Sales Order","05/25/2018","05/25/2018","A29859","A.S.K. BEAUTY",3,0,3,40.50,40.50
,"Sales Order","05/25/2018","05/25/2018","A29860","CLORE CANADA INC.",4,0,4,54.00,54.00
,"Sales Order","05/29/2018","07/28/2018","A29863","WURI, INC.",3,0,3,40.50,40.50
,"Sales Order","05/30/2018","07/29/2018","A29870","P&J TRADING (MD)",6,0,6,81.00,81.00
