,"Type","Date","Due Date","Num","Name","Qty","Invoiced","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,
"E1083 (ADHESIVE-STRIP LASH/CLEAR (7G))",,,,,,,,,,
,"Sales Order","05/30/2018","07/29/2018","A29871","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","05/30/2018","06/29/2018","A29872","US IMPORT",6,0,6,81.00,81.00
,"Sales Order","06/04/2018","08/03/2018","A29876","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","06/04/2018","07/04/2018","A29878","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","06/04/2018","07/04/2018","A29880","US IMPORT",6,0,6,81.00,81.00
,"Sales Order","06/04/2018","06/19/2018","A29887","2J GROUP, INC.",3,0,3,40.50,40.50
,"Sales Order","06/04/2018","07/04/2018","A29889","OH TRADING",6,0,6,79.50,79.50
,"Sales Order","06/07/2018","08/06/2018","A29904","P&J TRADING (MD)",6,0,6,81.00,81.00
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,162.00,162.00
,"Sales Order","08/06/2019","09/05/2019","A32131","HELLO BANANA INC.",24,0,24,324.00,324.00
,"Sales Order","08/22/2019","09/21/2019","A32201","EXPO TRADING",6,0,6,81.00,81.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",10,0,10,135.00,135.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",6,0,6,81.00,81.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","06/29/2020","06/29/2020","A33898","D&G TRADING",6,0,6,81.00,81.00
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",8,0,8,108.00,108.00
"Total Q825 (OGN SLEEP CAP (DS) : BLACK (DZ/24DZ))",,,,,,191,0,191,2577.00,2577.00
"Q826 (OGN BONNET : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","06/15/2018","06/15/2018","A29945","HAIR KANDY",1,0,1,24.00,24.00
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,150.00,150.00
,"Sales Order","12/26/2018","01/10/2019","A30869","2J GROUP, INC.",6,3,3,75.00,37.50
,"Sales Order","02/28/2019","03/15/2019","A31265","2J GROUP, INC.",6,3,3,75.00,37.50
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",4,0,4,50.00,50.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",12,0,12,150.00,150.00
,"Sales Order","02/10/2020","03/11/2020","A33068","EMPRESS BEAUTY DISTRIBUTORS",6,0,6,75.00,75.00
,"Sales Order","05/19/2020","06/18/2020","A33647","BESCO (GA)",6,0,6,75.00,75.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
,"Sales Order","05/28/2020","06/27/2020","A33710","GLOBAL BEAUTY CORP.",7,6,1,87.50,12.50
,"Sales Order","06/08/2020","08/07/2020","A33764","P&J TRADING (MD)",8,0,8,100.00,100.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",24,0,24,300.00,300.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",48,0,48,600.00,600.00
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",16,0,16,200.00,200.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,16.50,16.50
"Total Q826 (OGN BONNET : ASST. (DZ/24DZ))",,,,,,158,12,146,1994.50,1844.50
"Q827 (OGN BONNET : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","05/07/2018","06/06/2018","A29736","US IMPORT",6,0,6,75.00,75.00
,"Sales Order","05/15/2018","05/30/2018","A29784","2J GROUP, INC.",3,0,3,37.50,37.50
,"Sales Order","07/17/2018","08/01/2018","A30093","2J GROUP, INC.",6,3,3,75.00,37.50
,"Sales Order","11/07/2018","12/07/2018","A30601","BESCO (GA)",3,0,3,37.50,37.50
,"Sales Order","12/26/2018","01/10/2019","A30869","2J GROUP, INC.",12,6,6,150.00,75.00
,"Sales Order","02/18/2019","03/05/2019","A31197","BYESSENCE BEAUTY(J&D ENT.)",1,0,1,12.50,12.50
,"Sales Order","02/20/2019","03/07/2019","A31213","BEAUTY INFINITY MART (GA)",1,0,1,16.50,16.50
,"Sales Order","02/28/2019","03/15/2019","A31265","2J GROUP, INC.",6,3,3,75.00,37.50
,"Sales Order","03/04/2019","05/03/2019","A31284","WURI, INC.",6,0,6,75.00,75.00
,"Sales Order","03/06/2019","04/05/2019","A31314","US IMPORT",6,0,6,75.00,75.00
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",8,0,8,100.00,100.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",12,0,12,150.00,150.00
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",24,0,24,300.00,300.00
,"Sales Order","02/10/2020","03/11/2020","A33068","EMPRESS BEAUTY DISTRIBUTORS",12,0,12,150.00,150.00
,"Sales Order","05/19/2020","06/18/2020","A33647","BESCO (GA)",12,0,12,150.00,150.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,16.50,16.50
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",24,0,24,300.00,300.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",48,0,48,600.00,600.00
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",16,0,16,200.00,200.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,0,2,33.00,33.00
"Total Q827 (OGN BONNET : BLACK (DZ/24DZ))",,,,,,209,12,197,2628.50,2478.50
"Q828 (OGN BONNET (XL) : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","06/29/2018","06/29/2018","A30016","CLORE CANADA INC.",6,0,6,81.00,81.00
,"Sales Order","07/05/2018","07/05/2018","A30038","CLORE CANADA INC.",6,0,6,81.00,81.00
,"Sales Order","07/06/2018","08/05/2018","A30043","PAUL'S BEAUTY WHOLESALE",3,0,3,40.50,40.50
,"Sales Order","07/09/2018","08/08/2018","A30048","BELLA PANDORA GLOBAL, INC.",2,0,2,27.00,27.00
,"Sales Order","07/09/2018","07/09/2018","A30049","QUEEN'S BEAUTY SUPPLY",1,0,1,18.00,18.00
,"Sales Order","07/09/2018","09/07/2018","A30055","ALICIA INTERNATIONAL, INC.",4,0,4,54.00,54.00
,"Sales Order","07/11/2018","09/09/2018","A30060","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","07/12/2018","07/12/2018","A30065","EBS IMPORT&WHOLESALE (GA)",1,0,1,13.50,13.50
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,162.00,162.00
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",4,0,4,54.00,54.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",3,0,3,40.50,40.50
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,18.00,18.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",6,0,6,81.00,81.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","06/29/2020","06/29/2020","A33898","D&G TRADING",6,0,6,81.00,81.00
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",8,0,8,108.00,108.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,18.00,18.00
"Total Q828 (OGN BONNET (XL) : ASST. (DZ/24DZ))",,,,,,103,0,103,1404.00,1404.00
"Q829 (OGN BONNET (XL) : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","11/07/2018","12/07/2018","A30601","BESCO (GA)",6,0,6,81.00,81.00
,"Sales Order","03/06/2019","04/05/2019","A31314","US IMPORT",6,0,6,81.00,81.00
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",12,0,12,162.00,162.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","10/01/2019","10/16/2019","A32422","BEAUTY CASTLE",24,0,24,324.00,324.00
,"Sales Order","05/19/2020","06/18/2020","A33647","BESCO (GA)",6,0,6,81.00,81.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,18.00,18.00
,"Sales Order","06/08/2020","08/07/2020","A33764","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",6,0,6,81.00,81.00
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",20,0,20,270.00,270.00
,"Sales Order","06/29/2020","07/29/2020","A33900","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,18.00,18.00
"Total Q829 (OGN BONNET (XL) : BLACK (DZ/24DZ))",,,,,,97,0,97,1318.50,1318.50
"Q830 (OGN OVER WRAP ; ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","08/23/2018","09/22/2018","A30260","C&L TRADING OF MIAMI",24,12,12,300.00,150.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",3,0,3,37.50,37.50
,"Sales Order","03/17/2020","04/16/2020","A33267","PRIME CK",3,0,3,37.50,37.50
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",3,0,3,37.50,37.50
,"Sales Order","06/29/2020","08/28/2020","A33899","P&J TRADING (MD)",6,0,6,75.00,75.00
"Total Q830 (OGN OVER WRAP ; ASST. (DZ/24DZ))",,,,,,39,12,27,487.50,337.50
"Q831 (OGN OVER WRAP ; BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,150.00,150.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",3,0,3,37.50,37.50
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",3,0,3,37.50,37.50
"Total Q831 (OGN OVER WRAP ; BLACK (DZ/24DZ))",,,,,,18,0,18,225.00,225.00
"Q832 (OGN SCARF : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","04/04/2018","06/03/2018","A29568","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","04/12/2018","06/11/2018","A29609","P&J TRADING (MD)",9,0,9,121.50,121.50
,"Sales Order","04/20/2018","06/19/2018","A29653","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","04/23/2018","05/23/2018","A29661","BEAUTY WORLD SUPPLY (DURHAM)NC7",1,0,1,18.00,18.00
,"Sales Order","04/24/2018","06/23/2018","A29675","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","04/25/2018","05/25/2018","A29678","K&J INTERNATIONAL, INC.",3,0,3,40.50,40.50
,"Sales Order","04/25/2018","04/25/2018","A29681","PK INTERNATIONAL, INC.",12,0,12,162.00,162.00
,"Sales Order","04/27/2018","06/26/2018","A29694","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","04/30/2018","06/29/2018","A29709","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","05/02/2018","07/01/2018","A29716","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","05/02/2018","06/01/2018","A29718","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,18.00,18.00
,"Sales Order","05/07/2018","07/06/2018","A29734","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","05/07/2018","07/06/2018","A29735","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","05/09/2018","07/08/2018","A29747","ALICIA INTERNATIONAL, INC.",3,0,3,40.50,40.50
,"Sales Order","05/09/2018","07/08/2018","A29748","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","05/10/2018","05/10/2018","A29755","EBS IMPORT&WHOLESALE (GA)",1,0,1,13.50,13.50
,"Sales Order","05/14/2018","07/13/2018","A29769","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","05/14/2018","06/13/2018","A29771","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,18.00,18.00
,"Sales Order","05/14/2018","06/13/2018","A29773","BEAUTY WORLD (KINSTON) NC3",1,0,1,18.00,18.00
,"Sales Order","05/16/2018","07/15/2018","A29789","P&J TRADING (MD)",9,0,9,121.50,121.50
,"Sales Order","05/16/2018","06/15/2018","A29790","HAIR PLUS",1,0,1,13.50,13.50
,"Sales Order","05/16/2018","07/15/2018","A29791","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","05/21/2018","07/20/2018","A29819","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","05/21/2018","06/20/2018","A29825","C&L TRADING OF MIAMI",12,0,12,162.00,162.00
,"Sales Order","05/22/2018","06/21/2018","A29834","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","05/23/2018","07/22/2018","A29842","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","05/24/2018","05/24/2018","A29846","EBS IMPORT&WHOLESALE (GA)",1,0,1,13.50,13.50
,"Sales Order","05/25/2018","06/24/2018","A29862","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,18.00,18.00
,"Sales Order","05/29/2018","07/28/2018","A29863","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","05/29/2018","06/28/2018","A29867","UNION SALES, INC.",24,0,24,324.00,324.00
,"Sales Order","05/30/2018","07/29/2018","A29870","P&J TRADING (MD)",15,0,15,202.50,202.50
,"Sales Order","05/30/2018","07/29/2018","A29871","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","06/04/2018","08/03/2018","A29877","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","06/04/2018","06/19/2018","A29887","2J GROUP, INC.",3,0,3,40.50,40.50
,"Sales Order","06/04/2018","07/04/2018","A29889","OH TRADING",2,0,2,26.50,26.50
,"Sales Order","06/07/2018","08/06/2018","A29904","P&J TRADING (MD)",24,0,24,324.00,324.00
,"Sales Order","06/25/2018","06/25/2018","A29985","MELVIRA'S HAIR STUDIO",1,0,1,24.00,24.00
,"Sales Order","08/06/2018","10/05/2018","A30160","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","08/07/2018","09/06/2018","A30167","BEAUTY OF ANGELS",4,0,4,72.00,72.00
,"Sales Order","08/07/2018","09/06/2018","A30171","HAIR PLUS",1,0,1,13.50,13.50
,"Sales Order","08/10/2018","10/09/2018","A30194","P&J TRADING (MD)",3,0,3,40.50,40.50
,"Sales Order","08/13/2018","10/12/2018","A30198","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","08/23/2018","09/22/2018","A30260","C&L TRADING OF MIAMI",24,12,12,324.00,162.00
,"Sales Order","08/24/2018","09/08/2018","A30269","2J GROUP, INC.",3,0,3,40.50,40.50
,"Sales Order","08/24/2018","10/23/2018","A30270","P&J TRADING (MD)",6,0,6,81.00,81.00
,"Sales Order","09/04/2018","11/03/2018","A30306","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","10/15/2018","11/14/2018","A30488","PRIME CK",3,2,1,40.50,13.50
,"Sales Order","10/25/2018","12/24/2018","A30541","P&J TRADING (MD)",3,0,3,40.50,40.50
,"Sales Order","10/26/2018","10/26/2018","A30546","EBS IMPORT&WHOLESALE (GA)",1,0,1,13.50,13.50
,"Sales Order","10/29/2018","12/28/2018","A30550","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","10/29/2018","12/28/2018","A30553","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",3,0,3,40.50,40.50
"Total Q832 (OGN SCARF : ASST. (DZ/24DZ))",,,,,,317,14,303,4330.00,4141.00
"Q833 (OGN SCARF : BLACK (DZ/24DZ))",,,,,,,,,,
,"Sales Order","03/29/2018","04/28/2018","A29534","OH TRADING",12,4,8,159.00,106.00
,"Sales Order","03/29/2018","04/28/2018","A29539","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","03/30/2018","04/29/2018","A29550","TEN TEN US TRADING, CORP.",6,0,6,81.00,81.00
,"Sales Order","04/02/2018","04/17/2018","A29553","NANURI GROUP",3,0,3,40.50,40.50
,"Sales Order","04/04/2018","06/03/2018","A29568","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","04/11/2018","05/11/2018","A29603","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","04/12/2018","04/12/2018","A29607","EBS IMPORT&WHOLESALE (GA)",2,0,2,27.00,27.00
,"Sales Order","04/12/2018","06/11/2018","A29609","P&J TRADING (MD)",9,0,9,121.50,121.50
,"Sales Order","04/16/2018","06/15/2018","A29620","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","04/18/2018","06/17/2018","A29637","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","04/19/2018","05/19/2018","A29646","DASO TRADING INC.",6,0,6,81.00,81.00
,"Sales Order","04/19/2018","04/19/2018","A29649","SHASA BEAUTY SUPPLY",2,0,2,36.00,36.00
,"Sales Order","04/19/2018","05/04/2018","A29651","2J GROUP, INC.",3,0,3,40.50,40.50
,"Sales Order","04/20/2018","05/20/2018","A29654","TEN TEN US TRADING, CORP.",6,0,6,81.00,81.00
,"Sales Order","04/20/2018","06/19/2018","A29653","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","04/23/2018","06/22/2018","A29662","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","04/24/2018","05/24/2018","A29674","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","04/24/2018","06/23/2018","A29675","YOUNG'S TRADING (GA)",6,0,6,81.00,81.00
,"Sales Order","04/25/2018","05/25/2018","A29678","K&J INTERNATIONAL, INC.",3,0,3,40.50,40.50
,"Sales Order","04/25/2018","04/25/2018","A29681","PK INTERNATIONAL, INC.",24,0,24,324.00,324.00
,"Sales Order","04/27/2018","05/27/2018","A29690","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","04/27/2018","06/26/2018","A29694","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","04/27/2018","06/26/2018","A29699","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","04/30/2018","06/29/2018","A29709","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","05/02/2018","06/01/2018","A29715","DASO TRADING INC.",12,0,12,162.00,162.00
,"Sales Order","05/02/2018","07/01/2018","A29716","YOUNG'S TRADING (GA)",12,0,12,162.00,162.00
,"Sales Order","05/02/2018","06/01/2018","A29718","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,18.00,18.00
,"Sales Order","05/03/2018","05/03/2018","A29725","A.S.K. BEAUTY",3,0,3,40.50,40.50
,"Sales Order","05/04/2018","07/03/2018","A29728","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","05/07/2018","07/06/2018","A29735","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","05/08/2018","06/07/2018","A29744","PRIME CK",6,0,6,81.00,81.00
,"Sales Order","05/09/2018","07/08/2018","A29747","ALICIA INTERNATIONAL, INC.",3,0,3,40.50,40.50
,"Sales Order","05/09/2018","07/08/2018","A29748","YOUNG'S TRADING (GA)",12,0,12,162.00,162.00
,"Sales Order","05/10/2018","05/10/2018","A29755","EBS IMPORT&WHOLESALE (GA)",2,0,2,27.00,27.00
,"Sales Order","05/11/2018","06/10/2018","A29757","DASO TRADING INC.",12,0,12,162.00,162.00
,"Sales Order","05/11/2018","06/10/2018","A29760","7 DOLLAR BEAUTY SUPPLY",12,0,12,162.00,162.00
,"Sales Order","05/14/2018","07/13/2018","A29769","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","05/14/2018","06/13/2018","A29770","7 DOLLAR BEAUTY SUPPLY",12,0,12,162.00,162.00
,"Sales Order","05/14/2018","06/13/2018","A29771","KINGS BEAUTY SUPPLY (MAULDIN SC)",1,0,1,18.00,18.00
,"Sales Order","05/16/2018","07/15/2018","A29789","P&J TRADING (MD)",9,0,9,121.50,121.50
,"Sales Order","05/16/2018","07/15/2018","A29791","YOUNG'S TRADING (GA)",12,0,12,162.00,162.00
,"Sales Order","05/18/2018","07/17/2018","A29802","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","05/21/2018","06/20/2018","A29810","TEN TEN US TRADING, CORP.",6,0,6,81.00,81.00
,"Sales Order","05/21/2018","06/20/2018","A29813","BEAUTY OF ANGELS",1,0,1,18.00,18.00
,"Sales Order","05/21/2018","07/20/2018","A29819","P&J TRADING (MD)",12,0,12,162.00,162.00
,"Sales Order","05/21/2018","06/20/2018","A29823","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","05/22/2018","06/21/2018","A29834","PRIME CK",6,0,6,81.00,81.00
,"Sales Order","05/23/2018","07/22/2018","A29842","YOUNG'S TRADING (GA)",12,0,12,162.00,162.00
,"Sales Order","05/24/2018","07/23/2018","A29850","ALICIA INTERNATIONAL, INC.",4,0,4,54.00,54.00
,"Sales Order","05/24/2018","06/23/2018","A29854","DASO TRADING INC.",12,0,12,162.00,162.00
,"Sales Order","05/25/2018","05/25/2018","A29859","A.S.K. BEAUTY",3,0,3,40.50,40.50
,"Sales Order","05/25/2018","06/24/2018","A29862","OK BEAUTY & FASHION (AMERICUS, GA)",1,0,1,18.00,18.00
,"Sales Order","05/29/2018","07/28/2018","A29863","WURI, INC.",12,0,12,162.00,162.00
,"Sales Order","05/30/2018","07/29/2018","A29870","P&J TRADING (MD)",15,0,15,202.50,202.50
,"Sales Order","05/30/2018","07/29/2018","A29871","YOUNG'S TRADING (GA)",12,0,12,162.00,162.00
,"Sales Order","06/04/2018","08/03/2018","A29876","WURI, INC.",6,0,6,81.00,81.00
,"Sales Order","06/04/2018","08/03/2018","A29877","SUN 3 TRADING LLC.",3,0,3,40.50,40.50
,"Sales Order","06/04/2018","07/04/2018","A29878","C&L TRADING OF MIAMI",24,0,24,324.00,324.00
,"Sales Order","06/04/2018","06/19/2018","A29887","2J GROUP, INC.",3,0,3,40.50,40.50
,"Sales Order","06/04/2018","07/04/2018","A29889","OH TRADING",6,0,6,79.50,79.50
,"Sales Order","06/04/2018","07/04/2018","A29890","BEAUTY DEPOT (JACKSON, MS)",1,0,1,18.00,18.00
,"Sales Order","06/07/2018","08/06/2018","A29904","P&J TRADING (MD)",24,0,24,324.00,324.00
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,162.00,162.00
,"Sales Order","10/29/2018","11/28/2018","A30552","TEN TEN US TRADING, CORP.",6,3,3,81.00,40.50
,"Sales Order","02/18/2019","03/05/2019","A31197","BYESSENCE BEAUTY(J&D ENT.)",1,0,1,13.50,13.50
,"Sales Order","05/06/2019","07/05/2019","A31659","ALICIA INTERNATIONAL, INC.",4,0,4,54.00,54.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",3,0,3,40.50,40.50
,"Sales Order","02/10/2020","03/11/2020","A33068","EMPRESS BEAUTY DISTRIBUTORS",6,0,6,81.00,81.00
,"Sales Order","06/29/2020","07/29/2020","A33891","PRIME CK",3,0,3,40.50,40.50
"Total Q833 (OGN SCARF : BLACK (DZ/24DZ))",,,,,,578,7,571,7830.00,7736.50
"Q834 (OGN BAGGING CAP : ASST. (DZ/24DZ))",,,,,,,,,,
,"Sales Order","10/08/2018","12/07/2018","A30451","WURI, INC.",6,0,6,99.00,99.00
,"Sales Order","10/29/2018","11/28/2018","A30552","TEN TEN US TRADING, CORP.",6,0,6,99.00,99.00
,"Sales Order","11/01/2018","12/01/2018","A30569","PRIME CK",3,0,3,49.50,49.50
,"Sales Order","11/05/2018","01/04/2019","A30582","WURI, INC.",6,0,6,99.00,99.00
,"Sales Order","11/07/2018","12/07/2018","A30602","GRACE WORLD",6,0,6,99.00,99.00
,"Sales Order","11/09/2018","01/08/2019","A30605","P&J TRADING (MD)",6,0,6,99.00,99.00
,"Sales Order","11/12/2018","01/11/2019","A30622","WURI, INC.",6,0,6,99.00,99.00
,"Sales Order","11/12/2018","12/12/2018","A30623","SANDY'S HAIR CARE",1,0,1,24.00,24.00
,"Sales Order","11/12/2018","12/12/2018","A30626","EVERGREEN BEAUTY",1,0,1,24.00,24.00
,"Sales Order","11/13/2018","11/13/2018","A30640","CLORE CANADA INC.",5,0,5,82.50,82.50
,"Sales Order","11/15/2018","12/15/2018","A30654","PRIME CK",3,0,3,49.50,49.50
,"Sales Order","11/19/2018","01/18/2019","A30667","WURI, INC.",6,0,6,99.00,99.00
,"Sales Order","11/19/2018","12/19/2018","A30674","BEAUTY WORLD SUPPLY (DURHAM)NC7",1,0,1,24.00,24.00
,"Sales Order","11/19/2018","12/19/2018","A30680","KING'S BEAUTY (COLUMBIA, SC)",1,0,1,16.50,16.50
,"Sales Order","11/21/2018","12/21/2018","A30690","TEN TEN US TRADING, CORP.",6,0,6,99.00,99.00
,"Sales Order","11/21/2018","01/20/2019","A30691","P&J TRADING (MD)",9,0,9,148.50,148.50
,"Sales Order","11/26/2018","01/25/2019","A30696","WURI, INC.",9,0,9,148.50,148.50
,"Sales Order","11/27/2018","11/27/2018","A30716","SUPREME BEAUTY SUPPLY",4,0,4,66.00,66.00
,"Sales Order","11/29/2018","12/29/2018","A30727","PRIME CK",6,0,6,99.00,99.00
,"Sales Order","11/30/2018","11/30/2018","A30731","EBS IMPORT&WHOLESALE (GA)",1,0,1,16.50,16.50
,"Sales Order","11/30/2018","01/29/2019","A30734","WURI, INC.",9,0,9,148.50,148.50
,"Sales Order","12/06/2018","02/04/2019","A30761","P&J TRADING (MD)",12,0,12,198.00,198.00
,"Sales Order","12/07/2018","12/07/2018","A30763","EBS IMPORT&WHOLESALE (GA)",1,0,1,16.50,16.50
,"Sales Order","12/07/2018","01/06/2019","A30772","PRIME CK",6,0,6,99.00,99.00
,"Sales Order","12/07/2018","02/05/2019","A30779","WURI, INC.",9,0,9,148.50,148.50
,"Sales Order","12/07/2018","01/06/2019","A30780","TEN TEN US TRADING, CORP.",6,0,6,99.00,99.00
,"Sales Order","12/11/2018","01/10/2019","A30792","D&G TRADING",4,0,4,66.00,66.00
,"Sales Order","02/22/2019","03/24/2019","A31233","TEN TEN US TRADING, CORP.",6,5,1,99.00,16.50
,"Sales Order","02/27/2019","04/28/2019","A31258","P&J TRADING (MD)",12,0,12,198.00,198.00
,"Sales Order","07/02/2019","08/01/2019","A31971","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",12,0,12,198.00,198.00
,"Sales Order","08/09/2019","09/08/2019","A32153","TEN TEN US TRADING, CORP.",24,8,16,396.00,264.00
